survey,CFA3S-B,CFA3S-V,CFA3S-R,CFA3S-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3S-B_AV,CFA3S-V_AV,CFA3S-R_AV,CFA3S-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA3S,17.2022,16.5635,16.131,15.8035,16.7523,16.3008,16.1675,16.1086,144.703,-4.82401,0.219731,0.168555,0.127729,0.0932729,0.196468,0.139076,0.102817,0.0812002
CFA3S,15.663,15.0559,14.643,14.3095,15.25,14.8414,14.703,14.6833,144.698,-4.86397,0.217489,0.166835,0.126425,0.0923212,0.194463,0.137657,0.101768,0.0803717
CFA3S,18.1231,17.5106,17.0619,16.6918,17.7439,17.2919,17.1523,17.0976,233.177,68.2025,0.0973824,0.0747016,0.056608,0.0413375,0.0870724,0.0616368,0.0455673,0.0359871
CFA3S,17.5667,16.8412,16.3461,15.9284,17.1133,16.572,16.398,16.3138,233.153,68.1885,0.0988549,0.0758311,0.0574639,0.0419626,0.088389,0.0625688,0.0462564,0.0365312
CFA3S,18.1217,17.7789,17.4327,17.2274,18.1701,17.776,17.6161,17.5682,260.764,62.1802,0.100187,0.0768531,0.0582384,0.0425281,0.0895802,0.0634121,0.0468798,0.0370236
CFA3S,16.9473,16.3571,15.9591,15.6901,16.4683,16.0877,15.9467,15.9165,260.755,62.1973,0.101397,0.0777811,0.0589416,0.0430416,0.0906618,0.0641777,0.0474458,0.0374706
CFA3S,17.2541,16.7118,16.314,15.9613,16.9059,16.5373,16.3899,16.3546,260.748,62.2187,0.0995066,0.0763311,0.0578428,0.0422392,0.0889717,0.0629813,0.0465613,0.036772
CFA3S,15.9887,15.4705,15.1005,14.7803,15.6563,15.322,15.2064,15.1894,260.721,62.2284,0.0993754,0.0762304,0.0577665,0.0421835,0.0888543,0.0628982,0.0464999,0.0367236
CFA3S,17.3093,16.5313,15.9963,15.5633,16.8142,16.2388,16.002,15.8977,260.681,62.1921,0.104854,0.0804327,0.060951,0.0445089,0.0937526,0.0663656,0.0490633,0.038748
CFA3S,16.8794,16.0706,15.4866,15.0139,16.4005,15.7591,15.4742,15.3493,260.654,62.2503,0.0951379,0.0729798,0.0553032,0.0403847,0.0850654,0.0602162,0.0445171,0.0351576
CFA3S,15.5468,14.9978,14.6038,14.2811,15.2146,14.8151,14.6765,14.6506,260.645,62.1387,0.100213,0.076873,0.0582535,0.0425391,0.0896034,0.0634285,0.0468919,0.0370331
CFA3S,18.6909,18.0374,17.53,17.1255,18.2834,17.7931,17.56,17.4624,146.79,16.123,0.156648,0.120164,0.0910587,0.0664949,0.140063,0.099148,0.0732989,0.0578882
CFA3S,16.7391,16.1469,15.7155,15.3475,16.3789,15.9587,15.7875,15.7581,146.762,16.0916,0.160512,0.123128,0.0933052,0.0681354,0.143519,0.101594,0.0751073,0.0593164
CFA3S,17.5029,16.9719,16.575,16.2715,17.1504,16.7985,16.6504,16.6387,146.758,16.0305,0.155891,0.119583,0.0906186,0.0661735,0.139386,0.0986688,0.0729447,0.0576084
CFA3S,16.208,15.6762,15.307,14.9963,15.8645,15.5174,15.4177,15.4167,146.744,16.1179,0.161258,0.1237,0.0937385,0.0684518,0.144185,0.102066,0.075456,0.0595918
CFA3S,17.3729,16.7407,16.279,15.8946,16.971,16.5093,16.3231,16.2909,146.698,16.1074,0.165895,0.127257,0.0964342,0.0704203,0.148332,0.105001,0.077626,0.0613056
CFA3S,16.9274,16.3224,15.897,15.537,16.5503,16.1227,15.9448,15.9296,146.688,16.0439,0.16676,0.127921,0.0969367,0.0707873,0.149105,0.105548,0.0780305,0.061625
CFA3S,17.0146,16.2804,15.7777,15.3625,16.5697,16.0111,15.8018,15.7357,146.651,16.0374,0.158313,0.121441,0.0920269,0.0672019,0.141552,0.100202,0.0740783,0.0585037
CFA3S,16.9464,16.2341,15.7308,15.3261,16.5084,15.9738,15.7827,15.7244,142.124,27.515,0.0773309,0.0593201,0.0449521,0.0328259,0.0691437,0.0489455,0.0361848,0.0285771
CFA3S,18.0805,17.5678,17.1598,16.8105,17.7575,17.3819,17.2324,17.168,142.014,27.5186,0.0763277,0.0585506,0.044369,0.0324001,0.0682467,0.0483105,0.0357154,0.0282064
CFA3S,18.3739,17.9612,17.6577,17.3396,18.1199,17.8701,17.8057,17.8072,195.304,39.818,0.047706,0.036595,0.0277313,0.0202505,0.0426552,0.0301948,0.0223227,0.0176294
CFA3S,16.9003,16.0506,15.4507,14.9813,16.3994,15.7064,15.4567,15.3635,195.287,39.892,0.04736,0.0363296,0.0275302,0.0201037,0.0423459,0.0299758,0.0221608,0.0175016
CFA3S,16.0099,15.3599,14.919,14.5413,15.6057,15.1521,15.0035,14.9637,195.26,39.924,0.0487594,0.0374031,0.0283436,0.0206977,0.0435971,0.0308616,0.0228156,0.0180187
CFA3S,17.2205,16.5392,16.056,15.6506,16.7912,16.2797,16.0995,16.0442,195.184,39.8532,0.0564515,0.0433037,0.032815,0.0239629,0.0504749,0.0357302,0.0264149,0.0208613
CFA3S,17.3646,16.8395,16.4393,16.1015,17.0435,16.6692,16.5165,16.4895,153.61,3.47623,0.107533,0.0824877,0.0625082,0.0456461,0.0961478,0.0680612,0.0503168,0.039738
CFA3S,17.797,17.078,16.5722,16.1425,17.3375,16.8063,16.5856,16.5051,153.579,3.53765,0.1069,0.0820025,0.0621405,0.0453776,0.0955823,0.0676608,0.0500208,0.0395042
CFA3S,17.1745,16.635,16.2413,15.9015,16.8206,16.4551,16.3243,16.2836,153.576,3.54167,0.106759,0.0818942,0.0620585,0.0453177,0.0954561,0.0675715,0.0499548,0.0394521
CFA3S,16.5341,15.88,15.4037,15.0345,16.1517,15.645,15.468,15.4036,153.566,3.43342,0.106647,0.0818081,0.0619932,0.04527,0.0953557,0.0675004,0.0499023,0.0394106
CFA3S,18.0195,17.5645,17.1757,16.8965,17.7152,17.4249,17.2779,17.2828,153.561,3.39503,0.105017,0.0805581,0.061046,0.0445783,0.0938987,0.0664691,0.0491398,0.0388084
CFA3S,17.1866,16.535,16.0668,15.7175,16.7758,16.2847,16.1164,16.072,153.514,3.42626,0.107135,0.0821825,0.062277,0.0454772,0.0957922,0.0678094,0.0501307,0.039591
CFA3S,17.143,16.686,16.3362,16.054,16.8389,16.56,16.4615,16.4511,153.49,3.50175,0.107848,0.0827296,0.0626915,0.04578,0.0964299,0.0682608,0.0504644,0.0398545
CFA3S,16.9738,16.4406,16.0463,15.708,16.6134,16.2385,16.1254,16.1105,109.539,9.67681,0.245348,0.188205,0.14262,0.104147,0.219372,0.155289,0.114804,0.0906667
CFA3S,17.3568,16.8236,16.4243,16.064,17.0139,16.6444,16.5246,16.4858,109.536,9.77004,0.246317,0.188949,0.143183,0.104558,0.220239,0.155903,0.115257,0.091025
CFA3S,17.2828,16.8356,16.5043,16.185,16.9852,16.7129,16.6263,16.6202,109.531,9.77706,0.246376,0.188994,0.143217,0.104583,0.220292,0.15594,0.115285,0.0910467
CFA3S,16.4968,16.0266,15.6733,15.315,16.183,15.8791,15.7713,15.765,109.525,9.67932,0.245636,0.188426,0.142787,0.104269,0.21963,0.155472,0.114938,0.0907733
CFA3S,16.4478,15.7846,15.3093,14.894,16.0384,15.5502,15.3549,15.2923,109.52,9.76739,0.244312,0.18741,0.142017,0.103707,0.218446,0.154634,0.114319,0.0902839
CFA3S,16.9958,16.5436,16.1593,15.831,16.6857,16.3675,16.2557,16.2372,109.515,9.66782,0.247208,0.189632,0.143701,0.104937,0.221036,0.156467,0.115674,0.0913542
CFA3S,16.9658,16.3266,15.8983,15.483,16.5458,16.136,15.959,15.9352,109.477,9.73616,0.23915,0.183451,0.139017,0.101516,0.213831,0.151367,0.111903,0.0883763
CFA3S,17.3788,16.7276,16.2643,15.83,16.956,16.4932,16.278,16.1953,109.476,9.69114,0.243449,0.186748,0.141516,0.103341,0.217674,0.154087,0.113915,0.0899649
CFA3S,16.9428,16.3526,15.9133,15.544,16.553,16.1418,15.9817,15.9409,109.469,9.64193,0.254622,0.195319,0.14801,0.108083,0.227664,0.161159,0.119143,0.0940938
CFA3S,16.1758,15.7146,15.3783,15.057,15.8561,15.5701,15.4905,15.4863,109.467,9.67485,0.2464,0.189012,0.143231,0.104593,0.220313,0.155955,0.115296,0.0910555
CFA3S,16.5658,15.9856,15.6053,15.243,16.1854,15.8039,15.6746,15.6514,109.458,9.68714,0.244173,0.187304,0.141937,0.103648,0.218322,0.154546,0.114254,0.0902325
CFA3S,16.5038,15.8166,15.3383,14.91,16.0765,15.5676,15.3726,15.3025,109.451,9.71807,0.23902,0.183351,0.138941,0.101461,0.213715,0.151284,0.111843,0.0883283
CFA3S,17.2748,16.6746,16.2303,15.873,16.8689,16.4401,16.3045,16.2693,109.451,9.62334,0.259819,0.199306,0.151032,0.11029,0.232312,0.164449,0.121575,0.0960146
CFA3S,16.4878,15.7166,15.1953,14.744,16.0178,15.4596,15.2077,15.1318,109.447,9.78166,0.237602,0.182264,0.138117,0.100859,0.212447,0.150387,0.111179,0.0878044
CFA3S,15.7458,15.2536,14.9023,14.577,15.4156,15.112,15.0044,15.0014,109.447,9.71074,0.239617,0.183809,0.139288,0.101714,0.214248,0.151662,0.112122,0.088549
CFA3S,17.2538,16.7046,16.3033,15.983,16.8866,16.524,16.4088,16.3897,109.437,9.68094,0.245784,0.18854,0.142873,0.104332,0.219762,0.155565,0.115008,0.0908278
CFA3S,16.8708,16.4116,16.0493,15.705,16.5519,16.2534,16.1581,16.1415,109.406,9.70179,0.241557,0.185298,0.140416,0.102538,0.215983,0.15289,0.11303,0.089266
CFA3S,17.9119,17.2361,16.7865,16.3824,17.4946,17.0145,16.8275,16.7786,218.705,59.4083,0.0373875,0.0286798,0.0217332,0.0158705,0.0334292,0.0236639,0.0174944,0.0138163
CFA3S,16.9831,16.343,15.8689,15.5308,16.5162,16.073,15.9152,15.8738,218.695,59.3814,0.0372901,0.0286051,0.0216766,0.0158291,0.0333421,0.0236022,0.0174488,0.0137803
CFA3S,17.8373,17.05,16.5131,16.0523,17.3504,16.7593,16.4935,16.3986,218.642,59.3555,0.0356525,0.0273489,0.0207247,0.015134,0.0318779,0.0225658,0.0166826,0.0131752
CFA3S,17.3654,16.8058,16.3812,16.0346,16.9993,16.6326,16.461,16.4395,218.638,59.4077,0.0355238,0.0272502,0.0206499,0.0150794,0.0317629,0.0224843,0.0166224,0.0131276
CFA3S,17.4992,16.8801,16.4475,16.0909,17.1053,16.6586,16.5185,16.4874,218.579,59.3819,0.0334251,0.0256403,0.0194299,0.0141885,0.0298864,0.021156,0.0156403,0.012352
CFA3S,17.7292,16.9719,16.3877,15.9283,17.2701,16.6776,16.3993,16.3113,266.136,40.8852,0.139119,0.106717,0.0808692,0.0590541,0.12439,0.0880533,0.0650967,0.0514105
CFA3S,15.6716,15.0463,14.6048,14.2567,15.2697,14.8341,14.6771,14.6421,266.116,40.9376,0.130396,0.100027,0.0757989,0.0553515,0.116591,0.0825326,0.0610153,0.0481872
CFA3S,16.7615,16.1589,15.7194,15.3653,16.3756,15.9619,15.7842,15.7534,266.114,40.8539,0.142815,0.109553,0.0830179,0.0606232,0.127695,0.0903929,0.0668264,0.0527765
CFA3S,17.7159,17.1463,16.7175,16.3874,17.3382,16.9668,16.7981,16.7756,266.015,40.9305,0.13078,0.100321,0.076022,0.0555145,0.116934,0.0827755,0.0611949,0.048329
CFA3S,16.9785,16.2209,15.7084,15.3463,16.5084,15.9509,15.7587,15.7081,265.962,40.9729,0.121887,0.0934987,0.0708522,0.0517393,0.108982,0.0771465,0.0570334,0.0450425
CFA3S,17.7582,17.0089,16.4721,16.0586,17.2839,16.7224,16.4961,16.4078,265.95,40.9155,0.127423,0.0977459,0.0740707,0.0540895,0.113933,0.0806509,0.0596242,0.0470885
CFA3S,17.7636,17.3253,16.9751,16.6827,17.5226,17.197,17.086,17.0668,265.947,40.9314,0.126201,0.0968084,0.0733603,0.0535708,0.11284,0.0798773,0.0590523,0.0466369
CFA3S,16.6337,16.0236,15.5918,15.237,16.2579,15.8377,15.68,15.6484,288.229,77.8305,0.195569,0.15002,0.113684,0.0830166,0.174864,0.123783,0.0915111,0.0722714
CFA3S,16.4582,15.7656,15.2683,14.866,16.0376,15.528,15.3168,15.2377,288.219,77.8912,0.200661,0.153926,0.116643,0.0851779,0.179417,0.127006,0.0938937,0.074153
CFA3S,17.9976,17.267,16.7977,16.425,17.5508,17.0333,16.8443,16.7998,288.161,77.9222,0.203142,0.155829,0.118085,0.0862309,0.181635,0.128576,0.0950544,0.0750697
CFA3S,18.4927,18.0541,17.7008,17.3896,18.2194,17.9175,17.8195,17.813,288.068,77.9421,0.20477,0.157078,0.119032,0.0869219,0.18309,0.129606,0.0958161,0.0756713
CFA3S,16.8077,16.3376,15.9587,15.672,16.4942,16.1654,16.0612,16.0467,288.052,77.9332,0.205677,0.157774,0.119559,0.0873073,0.183902,0.130181,0.0962409,0.0760068
CFA3S,17.4407,16.7441,16.2953,-982.256,17.0277,16.5299,16.3388,16.2853,288.039,77.9455,0.205357,0.157528,0.119373,0.0871711,0.183615,0.129978,0.0960908,0.0758883
CFA3S,17.1851,16.462,15.9647,15.5489,16.7537,16.2214,15.9988,15.9312,287.931,77.906,0.210931,0.161804,0.122613,0.0895372,0.188599,0.133505,0.098699,0.077948
CFA3S,16.7172,15.8461,15.2367,14.7941,16.1996,15.5044,15.2469,15.1436,287.92,77.879,0.210578,0.161534,0.122408,0.0893876,0.188284,0.133283,0.0985341,0.0778179
CFA3S,17.071,16.3125,15.7346,15.2618,16.6515,16.0181,15.749,15.6269,10.4988,-9.32708,0.130252,0.0999155,0.0757148,0.0552901,0.116462,0.082441,0.0609476,0.0481337
CFA3S,16.3649,15.8396,15.4452,15.1007,16.0205,15.6678,15.5428,15.5156,10.4396,-9.35397,0.130447,0.100065,0.0758284,0.0553731,0.116637,0.0825647,0.0610391,0.048206
CFA3S,16.5354,15.9231,15.4817,15.1297,16.1369,15.6966,15.5534,15.5031,10.3813,-9.3612,0.127654,0.0979225,0.0742045,0.0541873,0.114139,0.0807966,0.0597319,0.0471736
CFA3S,17.7709,16.9671,16.4932,16.1052,17.1958,16.6869,16.4899,16.4193,10.3768,-9.27768,0.127848,0.0980715,0.0743175,0.0542697,0.114312,0.0809195,0.0598228,0.0472454
CFA3S,16.0739,15.5341,15.1402,14.8197,15.7161,15.3525,15.2333,15.2073,10.3745,-9.36532,0.127094,0.0974934,0.0738794,0.0539498,0.113639,0.0804425,0.0594702,0.0469669
CFA3S,16.0821,15.5302,15.105,14.709,15.7674,15.3638,15.1983,15.139,1.53171,27.5151,0.235939,0.180987,0.13715,0.100153,0.210959,0.149334,0.110401,0.0871896
CFA3S,17.1241,16.4892,16.043,15.607,16.7534,16.2928,16.1088,16.0426,1.5216,27.4481,0.230515,0.176827,0.133997,0.0978503,0.20611,0.145901,0.107863,0.0851852
CFA3S,18.7661,18.2402,17.783,17.394,18.3985,18.0081,17.8444,17.7981,1.46206,27.546,0.248706,0.190781,0.144572,0.105572,0.222375,0.157415,0.116375,0.0919078
CFA3S,16.6671,15.8892,15.328,14.853,16.2181,15.5923,15.3429,15.2322,1.41263,27.5298,0.260213,0.199608,0.151261,0.110457,0.232664,0.164698,0.121759,0.09616
CFA3S,15.7121,15.1792,14.764,14.515,15.2817,14.9037,14.7397,14.6954,1.35646,27.3834,0.251014,0.192552,0.145913,0.106552,0.224439,0.158876,0.117455,0.0927606
CFA3S,17.0811,16.4772,16.058,15.661,16.7202,16.2893,16.1214,16.0643,1.35315,27.4954,0.256297,0.196604,0.148984,0.108794,0.229162,0.162219,0.119927,0.0947128
CFA3S,16.8293,16.2171,15.7913,15.4145,16.4653,16.0461,15.8644,15.8195,42.5476,12.9376,0.489294,0.375335,0.284425,0.207699,0.437492,0.309692,0.228951,0.180816
CFA3S,18.4844,17.7726,17.2226,16.7655,18.0497,17.4987,17.2532,17.1725,42.5254,12.9082,0.487501,0.37396,0.283382,0.206938,0.435888,0.308557,0.228112,0.180153
CFA3S,18.1409,17.6041,17.1766,16.808,17.8099,17.4202,17.259,17.2187,42.5027,12.9097,0.499256,0.382977,0.290215,0.211927,0.446398,0.315997,0.233612,0.184497
CFA3S,17.5954,16.8526,16.324,15.855,17.1761,16.5933,16.3346,16.24,42.48,12.915,0.518043,0.397389,0.301136,0.219902,0.463197,0.327888,0.242404,0.19144
CFA3S,18.4853,17.7521,17.2745,16.8694,18.0161,17.4991,17.2771,17.1962,42.4609,12.8037,0.505228,0.387558,0.293687,0.214463,0.451739,0.319777,0.236407,0.186704
CFA3S,17.0304,16.4835,16.1055,15.7838,16.6535,16.2987,16.1716,16.1508,146.699,30.5965,0.060101,0.0461032,0.0349364,0.025512,0.053738,0.0380401,0.0281225,0.0222099
CFA3S,17.3594,16.492,15.8998,15.4172,16.8368,16.1718,15.8664,15.7407,146.643,30.7033,0.0710371,0.0544922,0.0412935,0.0301543,0.0635162,0.0449619,0.0332398,0.0262513
CFA3S,17.1264,16.432,15.9378,15.5222,16.7146,16.1778,15.9669,15.8795,146.596,30.7252,0.067435,0.0517291,0.0391997,0.0286253,0.0602956,0.042682,0.0315543,0.0249202
CFA3S,16.9509,16.21,15.6875,15.2857,16.4936,15.9257,15.7157,15.6327,146.592,30.6471,0.0683645,0.0524421,0.03974,0.0290198,0.0611266,0.0432703,0.0319892,0.0252637
CFA3S,17.2234,16.433,15.8598,15.4272,16.7514,16.116,15.8816,15.7996,146.583,30.71,0.0689319,0.0528773,0.0400698,0.0292607,0.061634,0.0436295,0.0322547,0.0254733
CFA3S,16.2313,15.6003,15.1188,14.7633,15.8542,15.3759,15.1844,15.1301,215.978,-19.4728,0.356205,0.273243,0.20706,0.151204,0.318493,0.225455,0.166676,0.131633
CFA3S,16.8133,16.0053,15.4368,15.0303,16.3417,15.7081,15.467,15.3657,215.963,-19.3819,0.344706,0.264422,0.200376,0.146323,0.308211,0.218177,0.161295,0.127384
CFA3S,15.8203,15.3513,14.9798,14.7013,15.5109,15.2148,15.1079,15.096,215.952,-19.4737,0.349284,0.267934,0.203037,0.148266,0.312305,0.221074,0.163438,0.129076
CFA3S,16.4223,15.8483,15.4138,15.0623,16.0879,15.6633,15.4955,15.4545,215.929,-19.359,0.336705,0.258285,0.195725,0.142927,0.301058,0.213113,0.157552,0.124427
CFA3S,17.0983,16.4483,15.9758,15.6333,16.6955,16.2255,16.0644,16.0094,215.929,-19.4154,0.338106,0.25936,0.19654,0.143522,0.30231,0.214,0.158207,0.124945
CFA3S,16.7653,16.1583,15.7248,15.3783,16.3866,15.9742,15.7969,15.7667,215.907,-19.437,0.33261,0.255144,0.193345,0.141188,0.297396,0.210521,0.155635,0.122914
CFA3S,16.8773,16.0553,15.4558,15.0393,16.4255,15.7745,15.5255,15.445,215.861,-19.3747,0.330574,0.253581,0.192161,0.140324,0.295575,0.209232,0.154683,0.122161
CFA3S,18.1923,17.7383,17.3888,17.0563,17.8873,17.5812,17.4572,17.4179,215.861,-19.4523,0.326367,0.250355,0.189716,0.138538,0.291814,0.206569,0.152714,0.120607
CFA3S,17.2213,16.6943,16.2418,15.9473,16.8971,16.5129,16.3502,16.3032,215.839,-19.3584,0.336411,0.258059,0.195554,0.142802,0.300794,0.212926,0.157414,0.124318
CFA3S,16.2923,15.7283,15.2958,14.9723,15.9257,15.5373,15.3849,15.3494,215.833,-19.4414,0.325078,0.249365,0.188966,0.137991,0.290661,0.205753,0.152111,0.12013
CFA3S,17.2513,16.3793,15.7668,15.3163,16.7281,16.0504,15.7364,15.6096,215.827,-19.4839,0.328943,0.25233,0.191213,0.139632,0.294117,0.2082,0.153919,0.121559
CFA3S,18.1386,17.6788,17.3273,16.9808,17.853,17.5271,17.4297,17.4203,156.832,16.0397,0.111452,0.0854939,0.0647863,0.0473097,0.099652,0.0705417,0.0521506,0.0411862
CFA3S,16.9836,16.4588,16.0863,15.7688,16.6339,16.306,16.1759,16.1563,156.806,15.9979,0.110191,0.084527,0.0640536,0.0467746,0.0985249,0.0697439,0.0515608,0.0407204
CFA3S,18.7206,18.2068,17.7933,17.4998,18.394,18.0272,17.8922,17.8424,156.779,16.0652,0.113442,0.087021,0.0659435,0.0481547,0.101432,0.0718016,0.0530821,0.0419218
CFA3S,17.7226,16.8808,16.3033,15.8838,17.227,16.5583,16.3283,16.2556,156.717,16.072,0.111202,0.0853028,0.0646415,0.0472039,0.0994292,0.070384,0.052034,0.0410941
CFA3S,17.4536,16.5588,15.8993,15.4468,16.9094,16.1661,15.8885,15.7678,156.691,15.9665,0.0956803,0.0733959,0.0556185,0.040615,0.0855504,0.0605595,0.0447709,0.035358
CFA3S,17.1873,16.6405,16.2279,15.9077,16.8369,16.469,16.3383,16.3077,151.494,10.33,0.121546,0.0932376,0.0706543,0.0515948,0.108678,0.076931,0.0568741,0.0449167
CFA3S,18.5083,17.9725,17.6289,17.3717,18.1651,17.8053,17.6921,17.6687,151.425,10.214,0.124927,0.0958312,0.0726197,0.05303,0.111701,0.079071,0.0584562,0.0461661
CFA3S,17.6991,17.2524,16.9354,16.6135,17.4502,17.1217,16.9851,16.9499,171.446,22.8381,0.0530117,0.040665,0.0308155,0.0225027,0.0473992,0.033553,0.0248053,0.0195901
CFA3S,18.1931,17.8434,17.6194,17.7945,18.5575,18.2037,18.1106,18.0925,171.445,22.8439,0.0530983,0.0407314,0.0308658,0.0225395,0.0474766,0.0336078,0.0248458,0.0196221
CFA3S,17.5781,16.8504,16.3074,15.8705,17.1238,16.5239,16.334,16.2107,171.392,22.8379,0.0534631,0.0410113,0.0310779,0.0226944,0.0478029,0.0338387,0.0250166,0.019757
CFA3S,16.0528,15.4705,15.0421,14.685,15.6781,15.27,15.1146,15.0889,170.318,21.3604,0.0772776,0.0592793,0.0449211,0.0328033,0.0690961,0.0489118,0.0361599,0.0285574
CFA3S,16.2908,15.6435,15.1971,14.843,15.886,15.4219,15.2514,15.2201,170.296,21.413,0.0756351,0.0580193,0.0439664,0.0321061,0.0676275,0.0478722,0.0353913,0.0279505
