survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
DES,17.3895,16.9185,16.7681,16.6945,17.3581,16.9455,16.7754,16.714,43.4752,0.601402,0.274095,0.182402,0.133541,0.101725,0.27123,0.191998,0.141942,0.112099
DES,17.2252,16.8477,16.7351,16.6857,17.205,16.8713,16.7335,16.7004,43.1537,0.77439,0.25557,0.170074,0.124515,0.0948497,0.252898,0.179022,0.132349,0.104523
DES,18.584,18.0401,17.8691,17.7844,18.5418,18.0757,17.8838,17.8345,43.3452,0.799845,0.265198,0.176481,0.129206,0.0984227,0.262425,0.185766,0.137334,0.10846
DES,18.343,17.7401,17.557,17.4717,18.2846,17.7883,17.5714,17.4795,40.9822,-0.0846637,0.0890534,0.0592623,0.0433874,0.0330504,0.0881224,0.0623802,0.0461169,0.0364211
DES,18.4879,17.7335,17.5185,17.4072,18.4465,17.7825,17.5475,17.4534,40.5259,-0.946473,0.103882,0.0691305,0.0506122,0.0385538,0.102796,0.0727675,0.0537961,0.0424858
DES,17.1078,16.724,16.6349,16.6159,17.0699,16.7405,16.6297,16.622,40.4972,-0.760619,0.103626,0.0689597,0.0504871,0.0384586,0.102542,0.0725877,0.0536632,0.0423808
DES,17.663,17.1845,17.0503,17.001,17.6183,17.2096,17.0491,16.9951,40.8298,-0.76542,0.0979653,0.0651929,0.0477294,0.0363578,0.0969412,0.0686228,0.050732,0.0400658
DES,18.2943,17.9685,17.8728,17.8489,18.258,17.9993,17.8683,17.8428,40.7663,-0.796669,0.0988211,0.0657625,0.0481463,0.0366755,0.0977881,0.0692223,0.0511752,0.0404159
DES,18.3943,18.0327,17.933,17.9088,18.3608,18.053,17.9366,17.9248,40.7896,-0.7785,0.0975885,0.0649422,0.0475458,0.036218,0.0965683,0.0683588,0.0505368,0.0399117
DES,18.1863,17.4266,17.1493,17.0034,18.1118,17.492,17.185,17.0528,41.1923,-0.0237108,0.0966448,0.0643142,0.047086,0.0358678,0.0956345,0.0676978,0.0500482,0.0395258
DES,18.7189,18.4185,18.3384,18.3277,18.6847,18.4408,18.3445,18.31,40.8536,-0.761426,0.0996838,0.0663366,0.0485666,0.0369956,0.0986417,0.0698266,0.0516219,0.0407687
DES,18.0897,17.6434,17.4932,17.4356,18.0781,17.6727,17.4939,17.4705,40.7698,-0.710507,0.095415,0.0634958,0.0464868,0.0354114,0.0944175,0.0668363,0.0494113,0.0390228
DES,17.1993,16.6893,16.5427,16.4817,17.163,16.727,16.5483,16.506,40.7744,-0.802769,0.0987067,0.0656863,0.0480906,0.036633,0.0976748,0.0691421,0.0511159,0.0403691
DES,18.4452,17.6514,17.3865,17.25,18.3866,17.6997,17.3905,17.2318,40.8377,-0.794307,0.0984489,0.0655148,0.047965,0.0365373,0.0974198,0.0689616,0.0509824,0.0402637
DES,16.8122,16.272,16.1185,16.052,16.7787,16.305,16.1273,16.0822,40.8549,-0.995932,0.100914,0.0671552,0.049166,0.0374522,0.099859,0.0706882,0.052259,0.0412718
DES,18.7515,18.2814,18.1118,18.039,18.7175,18.3203,18.1329,18.0618,40.7798,-1.15094,0.0994943,0.0662105,0.0484743,0.0369253,0.0984542,0.0696938,0.0515238,0.0406912
DES,17.9701,17.3438,17.1458,17.0462,17.9184,17.3959,17.1623,17.0688,40.7463,-0.97852,0.102352,0.0681123,0.0498667,0.0379859,0.101282,0.0716957,0.0530037,0.04186
DES,17.3051,17.0316,16.9654,16.9571,17.2716,17.0492,16.9592,16.9641,40.7463,-0.975636,0.102319,0.0680902,0.0498505,0.0379737,0.101249,0.0716725,0.0529866,0.0418464
DES,18.0351,17.543,17.4109,17.3568,17.9984,17.569,17.4107,17.3743,40.7996,-1.15427,0.0993902,0.0661412,0.0484236,0.0368867,0.0983512,0.0696209,0.0514699,0.0406486
DES,17.5579,16.8076,16.5714,16.4512,17.4939,16.8581,16.5945,16.4938,40.4284,-0.442812,0.0910306,0.0605781,0.0443507,0.0337842,0.090079,0.0637652,0.0471408,0.0372297
DES,17.8102,17.3276,17.1991,17.1459,17.7861,17.3544,17.2041,17.1705,41.4971,-0.490453,0.110101,0.0732689,0.053642,0.0408618,0.10895,0.0771236,0.0570166,0.0450291
DES,17.3084,16.8331,16.7055,16.6529,17.2814,16.8571,16.7155,16.6771,41.3478,-0.43428,0.0965858,0.0642749,0.0470573,0.0358459,0.0955761,0.0676564,0.0500176,0.0395017
DES,17.6813,17.2246,17.0853,17.0204,17.652,17.2591,17.0949,17.0535,42.5634,-0.103179,0.193506,0.128772,0.0942772,0.0718157,0.191483,0.135547,0.100208,0.0791399
DES,17.8321,17.1029,16.8538,16.7129,17.7811,17.1574,16.8842,16.7614,42.8405,-0.0618906,0.224958,0.149703,0.109601,0.0834887,0.222606,0.157579,0.116496,0.0920034
DES,17.7489,17.3035,17.1755,17.1207,17.6882,17.3148,17.1717,17.1127,42.8937,-0.124083,0.215291,0.14327,0.104891,0.0799009,0.21304,0.150807,0.11149,0.0880497
DES,18.2374,17.7216,17.5723,17.5045,18.2235,17.7547,17.5835,17.543,43.2455,0.138373,0.224575,0.149448,0.109414,0.0833464,0.222227,0.15731,0.116298,0.0918466
DES,17.9566,17.444,17.2692,17.1863,17.9152,17.4913,17.2886,17.2108,43.1929,-0.0549753,0.182019,0.121128,0.0886809,0.0675527,0.180116,0.127501,0.0942597,0.0744421
DES,17.2907,16.6986,16.5158,16.4217,17.2581,16.7384,16.532,16.4604,43.0753,-0.0367932,0.205867,0.136998,0.1003,0.0764034,0.203715,0.144206,0.10661,0.0841955
DES,18.7687,18.387,18.2661,18.2153,18.7387,18.4154,18.2781,18.2248,43.0128,-0.585167,0.18405,0.12248,0.0896705,0.0683065,0.182126,0.128923,0.0953115,0.0752728
DES,17.8421,17.0131,16.7445,16.5914,17.7985,17.0719,16.7694,16.6368,42.5339,-0.198743,0.18417,0.122559,0.0897288,0.0683509,0.182244,0.129007,0.0953735,0.0753218
DES,18.5506,18.1508,18.0235,17.9705,18.5402,18.2126,18.02,17.9854,43.415,0.0315422,0.233631,0.155474,0.113826,0.0867073,0.231188,0.163654,0.120987,0.0955502
DES,17.1646,16.473,16.2485,16.1246,17.1189,16.5306,16.2779,16.1688,43.5576,0.296764,0.241553,0.160746,0.117686,0.0896475,0.239028,0.169203,0.12509,0.0987903
DES,18.7254,18.1452,17.9535,17.8524,18.7197,18.1685,17.9715,17.8819,43.0649,0.0770518,0.222577,0.148118,0.108441,0.082605,0.22025,0.155911,0.115263,0.0910295
DES,16.3549,15.8987,15.7877,15.7445,16.3421,15.9262,15.7891,15.7639,43.0526,-0.244954,0.165531,0.110156,0.0806476,0.0614334,0.1638,0.115951,0.0857211,0.0676987
DES,17.5656,17.0116,16.8298,16.7363,17.5429,17.0645,16.8423,16.7674,43.7459,-0.134713,0.227223,0.15121,0.110705,0.0843293,0.224848,0.159165,0.117669,0.0929297
DES,18.8853,18.4288,18.2806,18.2155,18.854,18.4737,18.3046,18.2283,43.813,-0.108835,0.225315,0.149941,0.109775,0.0836213,0.22296,0.157829,0.116681,0.0921495
DES,17.6249,17.1808,17.026,16.9515,17.6925,17.2343,17.032,17.0004,42.7352,0.293744,0.220844,0.146965,0.107597,0.0819617,0.218535,0.154697,0.114365,0.0903206
DES,17.4388,16.9489,16.8066,16.7418,17.4121,16.9805,16.8189,16.7716,42.6868,0.189117,0.216879,0.144327,0.105665,0.0804904,0.214612,0.15192,0.112312,0.0886993
DES,17.5891,17.3097,17.2334,17.2159,17.5839,17.3135,17.2312,17.2323,41.2626,-0.545222,0.092206,0.0613603,0.0449234,0.0342204,0.0912422,0.0645885,0.0477495,0.0377104
DES,18.3219,17.5064,17.2326,17.0829,18.2439,17.5525,17.2661,17.148,41.7235,-0.288372,0.102636,0.0683011,0.0500049,0.0380913,0.101563,0.0718945,0.0531507,0.041976
DES,17.3527,16.8484,16.7042,16.6422,17.3332,16.8803,16.7214,16.6645,41.0792,-0.624654,0.105295,0.0700705,0.0513004,0.0390781,0.104194,0.073757,0.0545276,0.0430635
DES,17.5358,17.1867,17.0848,17.0517,17.4839,17.2045,17.0905,17.0636,41.3968,-0.593821,0.0975251,0.0649,0.0475149,0.0361945,0.0965056,0.0683144,0.050504,0.0398858
DES,17.6561,17.204,17.0753,17.0243,17.6288,17.2319,17.0867,17.0493,41.3906,-0.29866,0.0892555,0.0593968,0.0434859,0.0331254,0.0883224,0.0625217,0.0462215,0.0365037
DES,17.5601,17.1922,17.0976,17.0729,17.5101,17.2112,17.0907,17.0872,40.5972,-0.433193,0.085253,0.0567333,0.0415358,0.0316399,0.0843617,0.059718,0.0441488,0.0348668
DES,17.1079,16.6709,16.5512,16.512,17.083,16.7025,16.5534,16.5251,40.7828,-0.798451,0.0983495,0.0654486,0.0479166,0.0365004,0.0973214,0.0688919,0.0509309,0.040223
DES,17.1887,16.766,16.6429,16.6016,17.1615,16.7943,16.6461,16.6188,40.8634,-0.768465,0.100885,0.0671362,0.0491521,0.0374416,0.0998308,0.0706683,0.0522442,0.0412601
DES,16.8629,16.3824,16.2267,16.1532,16.83,16.4149,16.2388,16.1841,42.1177,0.0155936,0.137851,0.0917355,0.0671618,0.0511605,0.13641,0.0965617,0.0713869,0.0563782
DES,17.9009,17.3965,17.2502,17.185,17.881,17.4332,17.2594,17.2221,41.9039,0.13455,0.146857,0.0977288,0.0715497,0.054503,0.145322,0.10287,0.0760508,0.0600615
DES,16.9932,16.3914,16.1913,16.0836,16.9599,16.4378,16.2112,16.1227,41.8585,0.0815916,0.147704,0.0982929,0.0719626,0.0548175,0.14616,0.103464,0.0764897,0.0604082
DES,18.7861,18.2425,18.0525,17.956,18.7383,18.2832,18.0684,17.9971,40.9368,-0.481168,0.108505,0.072207,0.0528646,0.0402696,0.107371,0.0760059,0.0561902,0.0443765
DES,17.6343,17.2071,17.0691,17.0117,17.6199,17.2373,17.0764,17.0369,41.8362,-0.198711,0.12415,0.0826182,0.0604869,0.0460759,0.122852,0.0869648,0.064292,0.050775
DES,18.7595,18.1643,17.9716,17.8676,18.7123,18.2274,17.9781,17.9216,41.2634,-0.171897,0.0951854,0.063343,0.046375,0.0353261,0.0941903,0.0666755,0.0492924,0.0389289
DES,18.7616,18.4179,18.3255,18.2956,18.7594,18.4554,18.3238,18.3267,40.8943,-0.590753,0.100697,0.0670105,0.0490601,0.0373715,0.0996439,0.070536,0.0521464,0.0411829
DES,17.9942,17.4645,17.2885,17.2026,17.9591,17.4897,17.3046,17.2444,41.7445,-0.340796,0.101458,0.0675171,0.0494309,0.037654,0.100397,0.0710692,0.0525406,0.0414942
DES,17.3356,16.8079,16.6346,16.5531,17.2936,16.8433,16.6512,16.5724,41.7503,-0.318843,0.103999,0.0692085,0.0506692,0.0385973,0.102912,0.0728495,0.0538568,0.0425337
DES,17.6239,16.8601,16.624,16.4933,17.5737,16.9134,16.6361,16.5479,41.9796,0.142997,0.144086,0.0958852,0.0701999,0.0534748,0.14258,0.10093,0.0746161,0.0589285
DES,16.8882,16.5351,16.4375,16.4077,16.8688,16.5588,16.4431,16.4213,41.0112,-0.652873,0.111805,0.0744029,0.0544722,0.0414942,0.110636,0.0783172,0.057899,0.045726
DES,16.6554,16.013,15.7924,15.6809,16.6142,16.0601,15.813,15.7204,41.1316,-0.272402,0.0946665,0.0629977,0.0461222,0.0351336,0.0936769,0.066312,0.0490237,0.0387167
DES,18.8466,18.2217,18.0176,17.9057,18.8068,18.2608,18.0374,17.9395,41.8853,0.239362,0.133968,0.0891515,0.06527,0.0497194,0.132567,0.0938418,0.0693761,0.0547901
DES,18.7783,18.4753,18.3965,18.3708,18.7853,18.4953,18.3977,18.4008,41.3466,-0.322387,0.089108,0.0592987,0.043414,0.0330706,0.0881765,0.0624184,0.0461452,0.0364434
DES,18.6457,17.8079,17.5431,17.3951,18.5703,17.8607,17.5794,17.4569,41.2462,-0.49831,0.0926072,0.0616273,0.0451189,0.0343693,0.0916391,0.0648695,0.0479572,0.0378745
DES,18.5532,18.167,18.0435,18.003,18.5211,18.1738,18.042,17.9925,40.8788,-0.654656,0.101106,0.0672832,0.0492597,0.0375236,0.100049,0.070823,0.0523586,0.0413505
DES,17.0083,16.156,15.8863,15.7459,16.9541,16.2117,15.9158,15.7969,40.9881,-0.710667,0.113689,0.0756567,0.0553902,0.0421935,0.112501,0.0796371,0.0588747,0.0464966
DES,18.2064,17.8455,17.7573,17.7341,18.1645,17.8676,17.7617,17.7502,41.204,-0.600227,0.0952545,0.063389,0.0464086,0.0353518,0.0942587,0.0667239,0.0493282,0.0389572
DES,18.1285,17.3727,17.1537,17.0403,18.0768,17.4247,17.1839,17.0844,41.1973,-0.665506,0.0970025,0.0645522,0.0472603,0.0360005,0.0959884,0.0679483,0.0502334,0.0396721
DES,17.4716,16.6899,16.4428,16.3139,17.4398,16.748,16.4761,16.361,41.2036,-0.766207,0.0906517,0.060326,0.0441661,0.0336436,0.089704,0.0634997,0.0469446,0.0370747
DES,16.9128,16.1089,15.8865,15.7727,16.8728,16.1665,15.9112,15.8157,41.3208,-0.694326,0.087759,0.058401,0.0427568,0.03257,0.0868416,0.0614735,0.0454466,0.0358917
DES,17.9003,17.2304,16.9991,16.8721,17.8244,17.2793,17.0363,16.9217,41.3511,-0.670838,0.088622,0.0589752,0.0431772,0.0328903,0.0876955,0.0620779,0.0458935,0.0362446
DES,18.8453,18.0461,17.8024,17.6754,18.8021,18.1054,17.8338,17.7187,41.4026,-0.658509,0.092253,0.0613916,0.0449463,0.0342378,0.0912886,0.0646214,0.0477738,0.0377296
DES,16.9925,16.1598,15.8976,15.7543,16.9407,16.2112,15.93,15.8047,41.6667,-0.019575,0.101979,0.0678637,0.0496847,0.0378473,0.100913,0.071434,0.0528103,0.0417072
DES,17.3642,16.703,16.5063,16.4056,17.3197,16.7538,16.5232,16.4472,41.3573,-0.0776133,0.0989181,0.065827,0.0481936,0.0367115,0.0978841,0.0692902,0.0512254,0.0404555
DES,17.9143,17.489,17.3539,17.2954,17.8652,17.4995,17.3658,17.3264,42.4882,0.0339123,0.185776,0.123629,0.0905116,0.0689472,0.183834,0.130133,0.0962055,0.0759788
DES,18.1707,17.7486,17.6278,17.5759,18.1507,17.7781,17.6317,17.5998,42.574,-0.202281,0.187969,0.125088,0.0915797,0.0697609,0.186004,0.131669,0.0973409,0.0768755
DES,18.4027,17.6594,17.3833,17.2323,18.349,17.7151,17.4183,17.2915,42.3937,-0.0607492,0.172938,0.115085,0.0842564,0.0641823,0.17113,0.121139,0.0895569,0.070728
DES,18.4243,17.9791,17.8348,17.7726,18.4259,18.0185,17.8417,17.7925,43.0432,0.184212,0.226363,0.150638,0.110286,0.0840101,0.223997,0.158563,0.117224,0.092578
DES,18.1886,17.8543,17.7562,17.718,18.1435,17.879,17.753,17.7327,42.7181,-0.0692714,0.219072,0.145786,0.106733,0.0813041,0.216782,0.153456,0.113448,0.089596
DES,17.8745,17.3482,17.2014,17.1329,17.8369,17.3847,17.2163,17.1627,42.7594,-0.349502,0.187796,0.124972,0.0914953,0.0696966,0.185832,0.131547,0.0972512,0.0768047
DES,17.3748,16.9524,16.8227,16.7679,17.3336,16.9796,16.8257,16.7941,42.2914,0.0564691,0.16088,0.107061,0.0783818,0.0597073,0.159198,0.112693,0.0833127,0.0657966
DES,16.4118,15.5563,15.2572,15.0875,16.3588,15.62,15.2971,15.1425,42.6253,-0.188845,0.191811,0.127644,0.0934515,0.0711867,0.189806,0.13436,0.0993304,0.0784467
DES,18.3779,17.7943,17.5989,17.4956,18.3378,17.8442,17.6191,17.5242,43.5227,0.043195,0.250331,0.166588,0.121963,0.0929055,0.247715,0.175352,0.129636,0.102381
DES,18.8797,18.395,18.2326,18.1557,18.8402,18.4341,18.239,18.178,43.505,0.120132,0.240416,0.15999,0.117133,0.0892257,0.237903,0.168407,0.124501,0.0983255
DES,17.1868,16.7,16.5533,16.4846,17.1604,16.7356,16.5597,16.509,43.2987,0.408104,0.271731,0.180829,0.132389,0.100848,0.268891,0.190342,0.140718,0.111133
DES,18.7884,18.1766,17.9697,17.8591,18.7581,18.2368,17.9837,17.9057,42.8584,-0.277857,0.187177,0.12456,0.0911938,0.0694669,0.18522,0.131114,0.0969307,0.0765516
DES,16.5181,16.1577,16.0688,16.0335,16.4874,16.18,16.0671,16.0498,42.7568,-0.195126,0.194303,0.129303,0.0946656,0.0721115,0.192271,0.136105,0.100621,0.0794659
DES,17.2489,16.5522,16.3346,16.214,17.2068,16.5982,16.3541,16.2607,43.3619,-0.130755,0.232659,0.154827,0.113353,0.0863466,0.230227,0.162973,0.120484,0.0951528
DES,16.9265,16.4464,16.3154,16.2593,16.8865,16.48,16.3255,16.2688,43.3757,-0.0357007,0.221829,0.147621,0.108077,0.0823275,0.21951,0.155387,0.114876,0.0907237
DES,18.8234,18.3951,18.2776,18.236,18.8017,18.4079,18.2914,18.2942,41.7727,-0.30919,0.108725,0.072353,0.0529714,0.040351,0.107588,0.0761595,0.0563038,0.0444662
DES,17.4588,17.01,16.8738,16.8193,17.4299,17.0403,16.883,16.8424,40.6211,-0.887429,0.105414,0.0701496,0.0513583,0.0391222,0.104312,0.0738402,0.0545892,0.0431121
DES,17.6585,17.2802,17.1741,17.1403,17.6458,17.2967,17.1778,17.1611,41.6677,-0.306348,0.100164,0.0666561,0.0488006,0.0371738,0.0991169,0.0701629,0.0518706,0.0409651
DES,18.5364,17.9799,17.8221,17.7717,18.4756,17.9852,17.8009,17.7616,40.5344,-0.868635,0.109276,0.0727197,0.0532399,0.0405555,0.108133,0.0765455,0.0565892,0.0446916
DES,17.7854,17.2811,17.1073,17.0239,17.7304,17.3197,17.1148,17.0679,41.4513,-0.24805,0.0954384,0.0635114,0.0464982,0.03542,0.0944407,0.0668527,0.0494234,0.0390324
DES,18.5236,17.8503,17.6062,17.4769,18.4992,17.8832,17.6355,17.5318,40.6093,-0.513069,0.0916171,0.0609684,0.0446365,0.0340018,0.0906594,0.064176,0.0474445,0.0374696
DES,17.9854,17.4596,17.3151,17.2529,17.934,17.494,17.3192,17.2823,40.5844,-0.562949,0.0985196,0.0655618,0.0479994,0.0365636,0.0974897,0.0690111,0.051019,0.0402926
DES,17.7201,17.4294,17.352,17.3375,17.6992,17.4529,17.3471,17.3354,40.9361,-0.0998771,0.0904443,0.0601879,0.0440651,0.0335666,0.0894988,0.0633544,0.0468372,0.0369899
DES,18.0106,17.3207,17.1063,16.9977,18.0339,17.3627,17.1531,17.0585,40.3095,-0.730838,0.10375,0.0690428,0.050548,0.0385049,0.102666,0.0726752,0.0537279,0.0424319
DES,18.3501,17.9492,17.833,17.7878,18.3366,17.9691,17.8505,17.7919,41.9939,-0.119083,0.142272,0.0946777,0.0693159,0.0528014,0.140785,0.0996587,0.0736765,0.0581864
DES,17.8509,17.3752,17.2303,17.1629,17.7836,17.4144,17.2459,17.1916,42.0103,-0.0959687,0.139722,0.0929805,0.0680733,0.0518549,0.138261,0.0978722,0.0723558,0.0571433
DES,18.0691,17.5949,17.4574,17.3966,18.0458,17.6341,17.4724,17.4346,41.8843,0.0468108,0.150687,0.100278,0.0734159,0.0559246,0.149112,0.105553,0.0780344,0.0616281
DES,18.8511,18.1079,17.8757,17.7496,18.7908,18.1566,17.9005,17.7958,41.8947,0.0249038,0.149961,0.0997943,0.0730618,0.0556549,0.148393,0.105044,0.0776581,0.0613309
DES,17.007,16.5653,16.4331,16.3842,16.9823,16.5857,16.4337,16.3925,40.8851,-0.950101,0.0977907,0.0650768,0.0476443,0.0362931,0.0967684,0.0685005,0.0506416,0.0399944
DES,17.3656,16.684,16.4925,16.3978,17.3188,16.7361,16.5076,16.4304,40.5939,-0.938955,0.105261,0.0700481,0.0512839,0.0390655,0.104161,0.0737333,0.0545101,0.0430497
DES,16.6755,16.0998,15.9488,15.8752,16.6493,16.1288,15.9495,15.8916,41.0368,-0.795177,0.104035,0.0692323,0.0506867,0.0386106,0.102948,0.0728746,0.0538753,0.0425483
DES,16.5404,16.0441,15.8966,15.8401,16.503,16.0748,15.9017,15.8574,40.9568,-0.274677,0.0948985,0.0631521,0.0462352,0.0352197,0.0939065,0.0664745,0.0491438,0.0388116
DES,17.7039,17.1628,17.0067,16.9337,17.6646,17.2039,17.0244,16.9595,41.1121,-0.820249,0.0908367,0.0604491,0.0442563,0.0337122,0.0898871,0.0636293,0.0470404,0.0371504
DES,17.4105,17.0479,16.9278,16.887,17.3733,17.0663,16.9258,16.902,40.7318,-0.866602,0.100563,0.0669217,0.048995,0.037322,0.0995119,0.0704425,0.0520773,0.0411283
DES,16.2229,15.4926,15.2544,15.1282,16.1865,15.5383,15.2783,15.1679,42.0427,0.113382,0.145803,0.0970272,0.071036,0.0541117,0.144278,0.102132,0.0755048,0.0596303
DES,18.2494,17.7404,17.5906,17.5201,18.1872,17.7576,17.5923,17.5178,42.4136,0.114044,0.171477,0.114113,0.0835449,0.0636403,0.169685,0.120116,0.0888006,0.0701307
DES,18.862,18.0519,17.7699,17.6062,18.8338,18.1166,17.7983,17.6542,42.4497,-0.0762779,0.177739,0.11828,0.0865954,0.0659641,0.17588,0.124502,0.0920431,0.0726915
DES,17.2454,16.6893,16.5039,16.4048,17.1998,16.7269,16.5123,16.4429,42.6009,0.0644599,0.214719,0.142889,0.104613,0.0796888,0.212475,0.150407,0.111194,0.087816
DES,17.8047,17.3411,17.2109,17.1549,17.7819,17.356,17.2143,17.1886,43,0.0310183,0.220365,0.146646,0.107363,0.081784,0.218061,0.154361,0.114117,0.0901248
DES,18.5593,18.0017,17.8337,17.7459,18.5336,18.0337,17.8463,17.7566,42.7185,0.107844,0.224089,0.149125,0.109178,0.0831662,0.221747,0.15697,0.116046,0.091648
DES,17.5818,17.1683,17.0566,17.0075,17.5493,17.2056,17.0507,17.0187,42.4006,0.109521,0.169497,0.112795,0.0825801,0.0629054,0.167725,0.118729,0.0877752,0.0693209
DES,18.9883,18.6697,18.5778,18.5488,18.999,18.6714,18.5904,18.5795,43.0882,-0.132216,0.176973,0.11777,0.0862225,0.06568,0.175123,0.123966,0.0916467,0.0723785
DES,17.7382,17.086,16.8807,16.7705,17.708,17.1284,16.9024,16.8124,43.5162,-0.256647,0.214908,0.143015,0.104705,0.0797587,0.212661,0.150539,0.111291,0.087893
DES,17.4408,17.0469,16.9364,16.8922,17.4242,17.075,16.9377,16.8997,43.4288,0.128351,0.236096,0.157115,0.115027,0.0876222,0.233628,0.16538,0.122264,0.0965584
DES,18.1801,17.5297,17.334,17.2321,18.1621,17.5719,17.3531,17.2669,43.0618,-0.235482,0.167361,0.111374,0.0815394,0.0621127,0.165611,0.117233,0.086669,0.0684473
DES,18.5684,18.1712,18.0392,17.9807,18.5269,18.2124,18.0432,17.9886,43.4227,0.148597,0.235969,0.15703,0.114966,0.0875751,0.233502,0.165292,0.122198,0.0965065
DES,18.279,17.6863,17.5156,17.4273,18.2514,17.7275,17.5216,17.4551,42.7895,-0.207268,0.195421,0.130047,0.0952104,0.0725266,0.193378,0.136889,0.1012,0.0799233
DES,17.0686,16.4756,16.2501,16.1258,17.0425,16.5209,16.2782,16.1662,43.0063,-0.113529,0.197759,0.131603,0.0963496,0.0733943,0.195692,0.138526,0.102411,0.0808795
DES,18.1004,17.3184,17.0464,16.8933,18.067,17.3755,17.0813,16.9456,43.4186,-0.757881,0.203048,0.135123,0.0989266,0.0753573,0.200926,0.142231,0.10515,0.0830427
DES,18.3564,17.6557,17.4419,17.3326,18.3169,17.7218,17.4609,17.3625,40.4728,-0.879935,0.107613,0.0716135,0.05243,0.0399386,0.106488,0.0753811,0.0557283,0.0440117
DES,18.8018,18.4262,18.3272,18.3024,18.802,18.4643,18.3574,18.2832,40.6429,-0.852764,0.103812,0.0690839,0.0505781,0.0385278,0.102727,0.0727185,0.0537599,0.0424571
DES,17.8254,17.4333,17.3228,17.289,17.8057,17.4548,17.3319,17.3087,40.7049,-0.348182,0.0851649,0.0566747,0.0414929,0.0316073,0.0842746,0.0596564,0.0441032,0.0348308
DES,17.4735,16.9277,16.7267,16.6282,17.4329,16.9711,16.7556,16.6603,41.2087,-0.697001,0.0941518,0.0626552,0.0458714,0.0349426,0.0931676,0.0659515,0.0487571,0.0385062
DES,18.5512,17.8823,17.6752,17.5694,18.521,17.929,17.7064,17.6135,41.2745,-0.774386,0.0854892,0.0568905,0.0416509,0.0317276,0.0845955,0.0598835,0.0442711,0.0349634
DES,17.7032,17.1111,16.9311,16.8407,17.6817,17.1444,16.9546,16.8651,41.7023,-0.348141,0.0994297,0.0661675,0.0484428,0.0369013,0.0983903,0.0696486,0.0514903,0.0406648
DES,18.9621,18.4288,18.247,18.1634,18.9241,18.4876,18.2672,18.1992,40.8527,-0.184141,0.0893757,0.0594768,0.0435445,0.03317,0.0884414,0.0626059,0.0462838,0.0365529
DES,18.5178,17.6986,17.4463,17.3129,18.4434,17.7607,17.4649,17.3579,40.8077,-0.217484,0.0908524,0.0604595,0.0442639,0.033718,0.0899026,0.0636403,0.0470485,0.0371568
DES,17.3269,16.9536,16.8408,16.8022,17.2857,16.9802,16.8428,16.8151,40.893,-0.255977,0.0913074,0.0607623,0.0444856,0.0338869,0.0903529,0.0639591,0.0472842,0.0373429
DES,18.0342,17.4793,17.3269,17.2605,18.0082,17.5177,17.3388,17.283,40.8938,-0.1916,0.0902219,0.0600399,0.0439567,0.033484,0.0892787,0.0631987,0.046722,0.036899
DES,18.7726,18.3836,18.2383,18.2409,18.5119,18.3525,18.1907,18.0726,41.588,-0.0311416,0.0986002,0.0656155,0.0480387,0.0365935,0.0975695,0.0690675,0.0510608,0.0403255
DES,16.8672,16.4137,16.2851,16.2305,16.8341,16.4439,16.2966,16.2505,41.4451,-0.14854,0.0935276,0.0622398,0.0455673,0.0347109,0.0925499,0.0655143,0.0484339,0.0382509
DES,16.6904,16.2351,16.1012,16.0427,16.672,16.2638,16.1199,16.0723,41.8586,0.145233,0.139144,0.0925963,0.0677921,0.0516406,0.13769,0.0974679,0.0720568,0.0569072
DES,18.9129,18.3174,18.1334,18.0453,18.9622,18.3508,18.1386,18.0732,41.0355,-0.947545,0.0882746,0.0587441,0.043008,0.0327613,0.0873518,0.0618346,0.0457136,0.0361025
DES,16.3814,15.9732,15.8724,15.8389,16.3557,15.9887,15.8782,15.8622,41.6412,-0.0707012,0.101004,0.0672154,0.04921,0.0374858,0.0999485,0.0707516,0.0523058,0.0413088
DES,16.6239,16.09,15.8979,15.7976,16.5998,16.1366,15.9146,15.8275,41.7886,-0.0234854,0.124617,0.0829291,0.0607144,0.0462492,0.123315,0.087292,0.0645339,0.050966
DES,16.8131,16.295,16.1361,16.0597,16.7865,16.3313,16.1372,16.0825,42.018,-0.112731,0.138936,0.0924578,0.0676907,0.0515634,0.137484,0.0973221,0.071949,0.0568221
DES,17.9061,17.6268,17.5575,17.5408,17.8845,17.6391,17.5492,17.5511,40.719,-0.352609,0.0855994,0.0569638,0.0417046,0.0317685,0.0847046,0.0599607,0.0443282,0.0350085
DES,18.1878,17.4057,17.1365,16.9908,18.1775,17.4566,17.1692,17.0398,40.6658,-0.330356,0.0850791,0.0566176,0.0414511,0.0315754,0.0841898,0.0595963,0.0440588,0.0347957
DES,16.4685,16.1731,16.1002,16.0873,16.446,16.1929,16.104,16.0931,40.6517,-0.896469,0.103473,0.0688583,0.0504129,0.038402,0.102392,0.072481,0.0535843,0.0423185
DES,17.731,17.3248,17.2137,17.1774,17.696,17.362,17.2168,17.1923,40.3534,-0.389658,0.0901302,0.0599789,0.0439121,0.03345,0.089188,0.0631345,0.0466745,0.0368615
