survey,CSP-g,CSP-r,CSP-i,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-g_AV,CSP-r_AV,CSP-i_AV,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CSP,17.1059,16.5402,16.3344,17.479,16.7963,16.7963,16.7963,16.7963,17.0462,16.5521,16.3564,16.2935,45.9291,-12.0463,0.227359,0.156867,0.11449,0.247664,0.195263,0.192656,0.192656,0.192656,0.222898,0.157785,0.116649,0.0921239
CSP,17.7321,17.3667,17.2582,18.0411,17.5013,17.5013,17.5013,17.5013,17.6905,17.4023,17.2835,17.2426,45.9716,-11.9656,0.228861,0.157903,0.115246,0.249299,0.196552,0.193928,0.193928,0.193928,0.22437,0.158827,0.117419,0.0927323
CSP,15.6484,15.0426,14.8773,16.0431,15.3309,15.3309,15.3309,15.3309,15.6066,15.0881,14.9211,14.8795,170.878,-22.3284,0.108261,0.074695,0.0545164,0.11793,0.0929779,0.0917368,0.0917368,0.0917368,0.106137,0.0751324,0.0555445,0.0438665
CSP,15.5198,15.1009,14.9792,15.8223,15.3059,15.3059,15.3059,15.3059,15.5003,15.1548,15.0273,14.9994,170.946,-22.2949,0.106619,0.0735615,0.0536892,0.11614,0.0915671,0.0903448,0.0903448,0.0903448,0.104527,0.0739923,0.0547016,0.0432009
CSP,15.4333,15.1212,15.0461,15.6983,15.2692,15.2692,15.2692,15.2692,15.4252,15.1825,15.1014,15.1125,170.975,-22.2286,0.103896,0.0716834,0.0523184,0.113175,0.0892292,0.0880381,0.0880381,0.0880381,0.101858,0.0721032,0.053305,0.0420979
CSP,15.8382,15.2494,15.0364,16.1987,15.528,15.528,15.528,15.528,15.7982,15.2984,15.0856,15.0247,170.944,-22.2613,0.106874,0.0737378,0.0538178,0.116419,0.0917865,0.0905613,0.0905613,0.0905613,0.104777,0.0741697,0.0548327,0.0433044
CSP,16.1002,15.3671,15.1095,16.533,15.7353,15.7353,15.7353,15.7353,16.0361,15.3931,15.1473,15.07,170.889,-22.2808,0.109133,0.0752961,0.0549551,0.118879,0.0937262,0.0924751,0.0924751,0.0924751,0.106991,0.075737,0.0559915,0.0442196
CSP,16.1662,15.503,15.2525,16.6018,15.8297,15.8297,15.8297,15.8297,16.1546,15.5434,15.3144,15.2203,170.985,-22.3062,0.107387,0.0740914,0.0540759,0.116977,0.0922266,0.0909956,0.0909956,0.0909956,0.10528,0.0745253,0.0550957,0.0435121
CSP,16.4179,15.5594,15.2805,16.8861,15.9878,15.9878,15.9878,15.9878,16.3535,15.5913,15.3379,15.2441,170.984,-22.2538,0.105032,0.0724667,0.0528901,0.114412,0.0902043,0.0890002,0.0890002,0.0890002,0.102971,0.0728911,0.0538875,0.042558
CSP,16.5074,15.6859,15.4365,16.9603,16.093,16.093,16.093,16.093,16.454,15.7262,15.4757,15.393,170.941,-22.2745,0.106714,0.0736277,0.0537375,0.116245,0.0916495,0.0904261,0.0904261,0.0904261,0.104621,0.0740589,0.0547509,0.0432398
CSP,16.1291,15.6863,15.5433,16.429,15.8784,15.8784,15.8784,15.8784,16.0908,15.7216,15.6029,15.595,170.989,-22.2551,0.104896,0.072373,0.0528217,0.114264,0.0900876,0.0888851,0.0888851,0.0888851,0.102838,0.0727968,0.0538178,0.0425029
CSP,16.4188,15.8601,15.6634,16.7994,16.1222,16.1222,16.1222,16.1222,16.381,15.8957,15.7145,15.6586,170.937,-22.3058,0.106637,0.0735744,0.0536986,0.116161,0.0915831,0.0903606,0.0903606,0.0903606,0.104545,0.0740053,0.0547112,0.0432085
CSP,16.6497,16.0265,15.8074,17.0451,16.3043,16.3043,16.3043,16.3043,16.6105,16.0668,15.8603,15.7826,170.945,-22.2472,0.107139,0.0739209,0.0539514,0.116708,0.0920144,0.0907861,0.0907861,0.0907861,0.105037,0.0743538,0.0549688,0.0434119
CSP,17.8558,17.2951,17.1014,18.2339,17.5485,17.5485,17.5485,17.5485,17.8309,17.3294,17.169,17.1201,170.957,-22.2943,0.106472,0.0734604,0.0536154,0.115981,0.0914412,0.0902206,0.0902206,0.0902206,0.104383,0.0738906,0.0546264,0.0431415
CSP,16.9895,16.3781,16.1175,17.3777,16.665,16.665,16.665,16.665,16.8829,16.3515,16.1069,16.005,64.0765,2.74318,0.693546,0.478513,0.349244,0.755484,0.595637,0.587687,0.587687,0.587687,0.679938,0.481315,0.35583,0.281019
CSP,17.0691,16.4904,16.2086,17.5004,16.7349,16.7349,16.7349,16.7349,16.9959,16.4571,16.2161,16.1071,64.2103,2.72019,0.669996,0.462264,0.337385,0.72983,0.575412,0.567731,0.567731,0.567731,0.65685,0.464971,0.343748,0.271476
CSP,17.1812,16.5926,16.3635,17.5572,16.8645,16.8645,16.8645,16.8645,17.0135,16.5549,16.356,16.255,64.1627,2.78681,0.673851,0.464924,0.339327,0.73403,0.578723,0.570998,0.570998,0.570998,0.66063,0.467647,0.345726,0.273039
CSP,18.616,17.8952,17.5008,19.1408,18.2237,18.2237,18.2237,18.2237,18.5519,17.9247,17.651,17.5379,64.1113,2.74596,0.684785,0.472468,0.344833,0.745941,0.588113,0.580263,0.580263,0.580263,0.671349,0.475235,0.351335,0.277469
CSP,18.3219,17.757,17.5035,18.6568,18.0373,18.0373,18.0373,18.0373,18.255,17.7512,17.5488,17.4616,64.1866,2.74251,0.673368,0.464591,0.339083,0.733504,0.578308,0.570588,0.570588,0.570588,0.660156,0.467312,0.345478,0.272843
CSP,18.8634,18.0461,17.6588,19.1945,18.3965,18.3965,18.3965,18.3965,18.6877,18.023,17.6761,17.5337,64.0935,2.70023,0.688554,0.475068,0.34673,0.750046,0.59135,0.583456,0.583456,0.583456,0.675044,0.47785,0.353269,0.278996
CSP,16.4175,15.8766,15.7103,16.7501,16.1279,16.1279,16.1279,16.1279,16.3333,15.9015,15.7323,15.6946,75.9005,6.69185,0.354424,0.244535,0.178475,0.386077,0.30439,0.300327,0.300327,0.300327,0.34747,0.245967,0.181841,0.14361
CSP,16.6671,16.156,15.9684,17.0112,16.3912,16.3912,16.3912,16.3912,16.5829,16.1566,15.984,15.9366,75.8332,6.70807,0.35205,0.242897,0.17728,0.383491,0.302351,0.298315,0.298315,0.298315,0.345143,0.24432,0.180623,0.142648
CSP,16.939,16.436,16.2454,17.299,16.6767,16.6767,16.6767,16.6767,16.8531,16.4306,16.2454,16.1867,75.8941,6.66372,0.353885,0.244164,0.178204,0.38549,0.303927,0.29987,0.29987,0.29987,0.346942,0.245593,0.181564,0.143391
CSP,17.2576,16.5645,16.2776,17.6765,16.8695,16.8695,16.8695,16.8695,17.1729,16.5723,16.3157,16.2049,75.8502,6.623,0.34568,0.238502,0.174072,0.376552,0.29688,0.292917,0.292917,0.292917,0.338898,0.239899,0.177354,0.140067
CSP,16.5456,15.6371,15.2498,17.0784,16.0679,16.0679,16.0679,16.0679,16.4537,15.6546,15.284,15.1017,107.924,-26.6915,0.802271,0.553527,0.403994,0.873918,0.689013,0.679816,0.679816,0.679816,0.78653,0.556769,0.411613,0.325073
CSP,16.3816,15.8357,15.6643,16.7701,16.0861,16.0861,16.0861,16.0861,16.3486,15.8589,15.6918,15.6676,107.977,-26.7035,0.805612,0.555832,0.405676,0.877558,0.691882,0.682647,0.682647,0.682647,0.789805,0.559088,0.413327,0.326427
CSP,17.0772,16.4876,16.2565,17.452,16.7723,16.7723,16.7723,16.7723,17.0295,16.4621,16.2838,16.1993,107.876,-26.6288,0.800425,0.552254,0.403065,0.871908,0.687428,0.678252,0.678252,0.678252,0.78472,0.555488,0.410665,0.324325
CSP,17.517,16.8663,16.5925,17.9075,17.1771,17.1771,17.1771,17.1771,17.4814,16.8925,16.6387,16.5552,107.902,-26.6729,0.803452,0.554342,0.404589,0.875205,0.690028,0.680817,0.680817,0.680817,0.787688,0.557589,0.412219,0.325552
CSP,18.1186,17.5709,17.3265,18.4458,17.8233,17.8233,17.8233,17.8233,18.0888,17.5856,17.3574,17.2759,107.873,-26.64,0.801565,0.55304,0.403639,0.873149,0.688407,0.679218,0.679218,0.679218,0.785838,0.556279,0.41125,0.324787
CSP,16.2901,15.7837,15.4846,16.646,15.9474,15.9474,15.9474,15.9474,16.2232,15.7206,15.5388,15.4813,162.796,8.57353,0.0774239,0.0534187,0.0389878,0.0843383,0.0664939,0.0656063,0.0656063,0.0656063,0.0759048,0.0537315,0.039723,0.0313715
CSP,16.8599,16.2929,15.791,17.2899,16.4957,16.4957,16.4957,16.4957,16.787,16.2154,16.017,15.9507,162.914,8.63811,0.0819092,0.0565133,0.0412465,0.0892242,0.070346,0.069407,0.069407,0.069407,0.0803021,0.0568443,0.0420243,0.0331889
CSP,17.4038,16.9143,16.5757,17.7837,17.068,17.068,17.068,17.068,17.3405,16.8441,16.6525,16.5975,162.805,8.63254,0.0796197,0.0549336,0.0400935,0.0867302,0.0683797,0.0674669,0.0674669,0.0674669,0.0780575,0.0552554,0.0408496,0.0322612
CSP,17.9069,17.4821,17.2205,18.2529,17.6443,17.6443,17.6443,17.6443,17.8776,17.4602,17.3037,17.2727,162.868,8.60932,0.0795848,0.0549096,0.040076,0.0866922,0.0683497,0.0674374,0.0674374,0.0674374,0.0780233,0.0552312,0.0408317,0.0322471
CSP,18.8366,18.1484,17.7448,19.3511,18.4687,18.4687,18.4687,18.4687,18.7907,18.1338,17.8362,17.6941,162.843,8.59959,0.0788406,0.0543961,0.0397012,0.0858815,0.0677105,0.0668067,0.0668067,0.0668067,0.0772936,0.0547147,0.0404499,0.0319455
CSP,18.7024,18.2405,17.9556,19.1019,18.4015,18.4015,18.4015,18.4015,18.7278,18.2778,18.0311,17.99,162.808,8.56258,0.0771972,0.0532622,0.0388737,0.0840914,0.0662992,0.0654142,0.0654142,0.0654142,0.0756825,0.0535742,0.0396067,0.0312796
CSP,17.8341,17.4659,17.3472,18.2163,17.62,17.62,17.62,17.62,17.7548,17.4672,17.359,17.3466,138.809,29.7219,0.0813648,0.0561377,0.0409723,0.0886312,0.0698784,0.0689457,0.0689457,0.0689457,0.0797684,0.0564665,0.041745,0.0329683
CSP,18.1097,17.7119,16.9585,18.4345,17.8764,17.8764,17.8764,17.8764,18.1366,17.7625,17.6481,17.6122,138.791,29.7442,0.0816158,0.0563109,0.0410987,0.0889046,0.070094,0.0691583,0.0691583,0.0691583,0.0800144,0.0566406,0.0418737,0.03307
CSP,15.4509,14.9528,14.7783,15.8213,15.1705,15.1705,15.1705,15.1705,15.4453,15.0173,14.8576,14.8213,237.756,25.6864,0.218458,0.150725,0.110007,0.237967,0.187618,0.185113,0.185113,0.185113,0.214171,0.151608,0.112082,0.0885171
CSP,16.7432,16.2994,16.1443,17.086,16.4889,16.4889,16.4889,16.4889,16.7365,16.3669,16.2361,16.1867,237.823,25.6665,0.214715,0.148142,0.108122,0.23389,0.184403,0.181942,0.181942,0.181942,0.210502,0.14901,0.110161,0.0870005
CSP,17.0458,16.5552,16.3504,17.3883,16.7848,16.7848,16.7848,16.7848,17.0496,16.6175,16.4484,16.3946,237.8,25.6589,0.213754,0.14748,0.107639,0.232843,0.183578,0.181128,0.181128,0.181128,0.20956,0.148343,0.109668,0.0866112
CSP,17.8201,17.3794,17.2263,18.1501,17.5709,17.5709,17.5709,17.5709,17.7605,17.3726,17.2308,17.2078,58.528,-19.1769,0.166944,0.115183,0.084067,0.181853,0.143377,0.141463,0.141463,0.141463,0.163669,0.115858,0.0856523,0.0676444
CSP,15.7392,15.3667,15.2562,16.0376,15.5385,15.5385,15.5385,15.5385,15.706,15.3837,15.2799,15.2714,58.6344,-19.1938,0.164549,0.113531,0.0828607,0.179244,0.141319,0.139433,0.139433,0.139433,0.16132,0.114195,0.0844233,0.0666737
CSP,16.7292,16.2098,16.0294,17.0989,16.4585,16.4585,16.4585,16.4585,16.6703,16.2096,16.0445,15.9883,58.5944,-19.1568,0.166389,0.1148,0.0837874,0.181249,0.1429,0.140992,0.140992,0.140992,0.163124,0.115473,0.0853674,0.0674194
CSP,17.601,17.1695,17.0113,17.9211,17.357,17.357,17.357,17.357,17.5396,17.1611,17.0182,16.9879,58.5767,-19.2242,0.165629,0.114276,0.0834048,0.180421,0.142247,0.140348,0.140348,0.140348,0.16238,0.114945,0.0849776,0.0671115
CSP,17.9352,17.4158,17.2354,18.2892,17.6688,17.6688,17.6688,17.6688,17.8929,17.4331,17.2622,17.2209,58.6096,-19.171,0.16683,0.115104,0.0840095,0.181729,0.143278,0.141366,0.141366,0.141366,0.163557,0.115779,0.0855937,0.0675981
CSP,18.1603,17.3449,17.0346,18.6003,17.7513,17.7513,17.7513,17.7513,18.0826,17.3579,17.049,16.9074,58.5315,-19.2121,0.166821,0.115098,0.0840049,0.181719,0.143271,0.141358,0.141358,0.141358,0.163548,0.115772,0.0855891,0.0675944
CSP,18.9293,18.4072,18.2014,19.3302,18.6824,18.6824,18.6824,18.6824,18.8245,18.3501,18.1713,18.0971,58.5699,-19.178,0.167934,0.115866,0.0845654,0.182931,0.144226,0.142301,0.142301,0.142301,0.164639,0.116545,0.0861601,0.0680454
CSP,15.9676,15.2785,14.9926,16.3804,15.5887,15.5887,15.5887,15.5887,15.8857,15.2941,15.029,14.9425,74.7816,-11.1387,0.335086,0.231193,0.168737,0.365012,0.287782,0.28394,0.28394,0.28394,0.328512,0.232547,0.171919,0.135774
CSP,15.8311,15.3903,15.2443,16.1518,15.5815,15.5815,15.5815,15.5815,15.7897,15.4236,15.2886,15.2629,74.8528,-11.161,0.328075,0.226355,0.165206,0.357374,0.28176,0.277999,0.277999,0.277999,0.321637,0.227681,0.168322,0.132933
CSP,16.078,15.5015,15.2784,16.4862,15.7615,15.7615,15.7615,15.7615,16.0087,15.5127,15.3263,15.2839,74.8172,-11.1237,0.331364,0.228625,0.166863,0.360957,0.284585,0.280786,0.280786,0.280786,0.324862,0.229964,0.170009,0.134266
CSP,16.489,16.0543,15.9093,16.7887,16.2327,16.2327,16.2327,16.2327,16.4274,16.0708,15.9379,15.9291,74.7961,-11.1006,0.337012,0.232521,0.169707,0.367109,0.289435,0.285572,0.285572,0.285572,0.330399,0.233883,0.172907,0.136554
CSP,16.6421,16.1281,15.9304,16.9632,16.3585,16.3585,16.3585,16.3585,16.5908,16.1631,15.9649,15.924,74.8314,-11.0967,0.332753,0.229583,0.167562,0.36247,0.285778,0.281963,0.281963,0.281963,0.326224,0.230928,0.170722,0.134829
CSP,17.0224,16.2735,15.9896,17.4936,16.6291,16.6291,16.6291,16.6291,16.9729,16.3063,16.0356,15.9313,74.9002,-11.1553,0.324582,0.223945,0.163447,0.353569,0.27876,0.275039,0.275039,0.275039,0.318213,0.225257,0.16653,0.131518
CSP,16.8337,16.3549,16.1724,17.1347,16.5666,16.5666,16.5666,16.5666,16.7849,16.387,16.2118,16.1615,74.865,-11.1556,0.327571,0.226008,0.164953,0.356826,0.281328,0.277572,0.277572,0.277572,0.321144,0.227332,0.168064,0.132729
CSP,18.0567,17.5829,17.084,18.3937,17.8141,17.8141,17.8141,17.8141,18.1222,17.7731,17.6253,17.586,74.8961,-11.1395,0.324564,0.223933,0.163438,0.353549,0.278745,0.275024,0.275024,0.275024,0.318196,0.225245,0.166521,0.13151
CSP,18.4382,17.704,17.4525,18.7729,18.0826,18.0826,18.0826,18.0826,18.3068,17.7734,17.5024,17.3854,74.8398,-11.0767,0.33387,0.230354,0.168124,0.363686,0.286737,0.282909,0.282909,0.282909,0.327319,0.231703,0.171295,0.135281
CSP,18.3669,17.7255,17.5064,18.7375,17.9546,17.9546,17.9546,17.9546,18.3183,17.8081,17.5768,17.4993,74.8951,-11.1302,0.324473,0.22387,0.163393,0.353451,0.278667,0.274947,0.274947,0.274947,0.318107,0.225182,0.166474,0.131474
CSP,16.9653,16.5829,16.3964,17.2071,16.7187,16.7187,16.7187,16.7187,16.8972,16.5658,16.4238,16.3852,41.3002,-4.76437,0.101532,0.0700519,0.0511277,0.110599,0.0871984,0.0860345,0.0860345,0.0860345,0.0995397,0.0704622,0.0520918,0.0411398
CSP,17.5303,17.0749,16.9562,17.8362,17.2554,17.2554,17.2554,17.2554,17.4813,17.1197,16.983,16.9565,32.3459,-23.3669,0.0512573,0.035365,0.0258113,0.0558349,0.0440212,0.0434336,0.0434336,0.0434336,0.0502516,0.0355721,0.026298,0.020769
CSP,15.9539,15.0996,14.8106,16.4061,15.54,15.54,15.54,15.54,15.884,15.1584,14.8884,14.7805,170.204,-3.50023,0.150741,0.104004,0.0759077,0.164203,0.129461,0.127733,0.127733,0.127733,0.147784,0.104613,0.0773392,0.061079
CSP,16.3442,16.1123,16.092,16.6143,16.3406,16.3406,16.3406,16.3406,16.7651,16.3615,16.1562,16.3135,170.204,-3.52602,0.150886,0.104104,0.0759806,0.164361,0.129585,0.127855,0.127855,0.127855,0.147925,0.104714,0.0774134,0.0611377
CSP,17.6834,17.3697,17.1983,17.9475,17.4773,17.4773,17.4773,17.4773,17.6739,17.4112,17.3112,17.3102,170.23,-3.56325,0.145493,0.100383,0.0732649,0.158486,0.124954,0.123286,0.123286,0.123286,0.142638,0.100971,0.0746465,0.0589525
CSP,15.9249,15.2122,14.9475,16.35,15.5511,15.5511,15.5511,15.5511,15.8702,15.2435,14.9955,14.8958,220.547,-17.2327,0.322541,0.222537,0.16242,0.351346,0.277007,0.27331,0.27331,0.27331,0.316212,0.223841,0.165483,0.130691
CSP,16.3833,15.7132,15.4475,16.8,16.0321,16.0321,16.0321,16.0321,16.3589,15.7564,15.5223,15.4225,220.628,-17.2826,0.32211,0.22224,0.162203,0.350876,0.276637,0.272945,0.272945,0.272945,0.31579,0.223542,0.165262,0.130516
CSP,16.4135,15.9465,15.7264,16.7559,16.1619,16.1619,16.1619,16.1619,16.4131,15.9937,15.8347,15.7755,220.667,-17.2216,0.319616,0.220519,0.160947,0.348159,0.274495,0.270831,0.270831,0.270831,0.313344,0.22181,0.163982,0.129505
CSP,16.8076,16.1874,15.9056,17.217,16.4795,16.4795,16.4795,16.4795,16.8105,16.2749,16.0693,16.0013,220.614,-17.2727,0.322232,0.222324,0.162264,0.351009,0.276742,0.273048,0.273048,0.273048,0.31591,0.223626,0.165324,0.130566
CSP,17.2064,16.3829,16.0696,17.6177,16.8075,16.8075,16.8075,16.8075,17.157,16.418,16.1184,15.9895,220.539,-17.2171,0.321375,0.221733,0.161833,0.350076,0.276006,0.272322,0.272322,0.272322,0.315069,0.223031,0.164884,0.130218
CSP,17.2718,16.6401,16.3775,17.6712,16.9346,16.9346,16.9346,16.9346,17.2488,16.6804,16.4466,16.3486,220.644,-17.2699,0.321425,0.221767,0.161858,0.35013,0.276049,0.272364,0.272364,0.272364,0.315119,0.223066,0.16491,0.130239
CSP,17.2386,16.7672,16.5674,17.5746,17.0082,17.0082,17.0082,17.0082,17.1993,16.7835,16.6072,16.5382,220.642,-17.2348,0.320477,0.221113,0.16138,0.349097,0.275235,0.271561,0.271561,0.271561,0.314189,0.222408,0.164424,0.129854
CSP,17.3896,16.8453,16.6334,17.5406,17.0816,17.0816,17.0816,17.0816,17.3336,16.8667,16.6875,16.6162,220.572,-17.1904,0.319116,0.220175,0.160695,0.347615,0.274066,0.270408,0.270408,0.270408,0.312855,0.221464,0.163726,0.129303
CSP,17.8331,17.1794,16.9005,18.2605,17.4851,17.4851,17.4851,17.4851,17.7855,17.195,16.9674,16.8803,220.576,-17.3026,0.324239,0.223709,0.163275,0.353195,0.278465,0.274748,0.274748,0.274748,0.317877,0.225019,0.166354,0.131379
CSP,17.7047,17.2192,17.0174,17.9934,17.437,17.437,17.437,17.437,17.6792,17.2531,17.0962,17.0371,220.646,-17.214,0.319932,0.220737,0.161106,0.348504,0.274767,0.271099,0.271099,0.271099,0.313655,0.22203,0.164144,0.129634
CSP,18.0489,17.4069,17.1585,18.4568,17.6986,17.6986,17.6986,17.6986,18.0446,17.3715,17.1519,17.0716,220.597,-17.2828,0.322989,0.222846,0.162645,0.351834,0.277392,0.273689,0.273689,0.273689,0.316652,0.224151,0.165712,0.130872
CSP,18.0043,17.4046,17.1784,18.4089,17.6975,17.6975,17.6975,17.6975,17.9731,17.4466,17.2358,17.1473,220.557,-17.2075,0.32034,0.221019,0.161311,0.348948,0.275117,0.271445,0.271445,0.271445,0.314055,0.222313,0.164353,0.129799
CSP,17.9238,17.5042,17.3004,18.2006,17.7253,17.7253,17.7253,17.7253,17.9,17.5661,17.3878,17.4015,220.62,-17.2479,0.321414,0.22176,0.161852,0.350118,0.276039,0.272355,0.272355,0.272355,0.315107,0.223058,0.164904,0.130234
CSP,18.5929,18.022,17.8324,18.8718,18.2605,18.2605,18.2605,18.2605,18.5034,18.0421,17.8409,17.7575,220.588,-17.1883,0.319699,0.220576,0.160988,0.34825,0.274566,0.270901,0.270901,0.270901,0.313426,0.221868,0.164024,0.129539
CSP,18.7652,18.0343,17.6977,19.1884,18.3688,18.3688,18.3688,18.3688,18.7587,18.0819,17.7956,17.6748,220.669,-17.1956,0.318958,0.220065,0.160616,0.347443,0.27393,0.270274,0.270274,0.270274,0.3127,0.221354,0.163644,0.129239
