survey,CSP-g,CSP-r,CSP-i,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-g_AV,CSP-r_AV,CSP-i_AV,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CSP,17.7796,17.2303,16.9605,18.2602,17.508,17.508,17.508,17.508,17.7081,17.2039,17.0003,16.8989,340.428,-0.159355,0.190272,0.131278,0.0958138,0.207264,0.163411,0.16123,0.16123,0.16123,0.186538,0.132047,0.0976207,0.0770964
CSP,18.2834,17.3891,17.0666,18.6402,17.7907,17.7907,17.7907,17.7907,18.1578,17.4,17.0743,16.9278,340.412,-0.172941,0.189014,0.13041,0.0951804,0.205894,0.16233,0.160164,0.160164,0.160164,0.185305,0.131174,0.0969752,0.0765867
CSP,18.208,17.5612,17.3594,18.7248,17.9219,17.9219,17.9219,17.9219,18.1553,17.5838,17.3268,17.2322,340.442,-0.172662,0.190919,0.131725,0.0961397,0.207969,0.163967,0.161778,0.161778,0.161778,0.187173,0.132496,0.0979527,0.0773587
CSP,17.2608,16.9124,16.7613,17.5988,17.0244,17.0244,17.0244,17.0244,17.2139,16.8605,16.7385,16.7055,215.673,-0.434012,0.129187,0.0891328,0.0650539,0.140724,0.11095,0.109469,0.109469,0.109469,0.126652,0.0896548,0.0662807,0.0523455
CSP,17.0434,16.5813,16.4333,17.353,16.7716,16.7716,16.7716,16.7716,16.9545,16.5691,16.4318,16.3939,215.66,-0.407733,0.126674,0.0873991,0.0637886,0.137987,0.108792,0.107339,0.107339,0.107339,0.124189,0.0879109,0.0649915,0.0513274
CSP,17.9878,17.3555,17.0716,18.3233,17.6508,17.6508,17.6508,17.6508,17.9268,17.3308,17.0804,16.9758,215.566,-0.381482,0.123117,0.0849447,0.0619972,0.134112,0.105736,0.104325,0.104325,0.104325,0.120701,0.0854421,0.0631663,0.0498859
CSP,16.559,15.8406,15.5516,16.9973,16.1742,16.1742,16.1742,16.1742,16.4642,15.8545,15.5903,15.482,243.242,-21.5668,1.05309,0.726583,0.5303,1.14714,0.904428,0.892356,0.892356,0.892356,1.03243,0.730839,0.5403,0.426705
CSP,16.6673,15.7814,15.3788,17.179,16.1927,16.1927,16.1927,16.1927,16.5722,15.8064,15.424,15.2304,243.2,-21.6607,1.0556,0.728309,0.531559,1.14987,0.906576,0.894474,0.894474,0.894474,1.03488,0.732574,0.541583,0.427718
CSP,16.6615,15.9755,15.6926,17.0638,16.3099,16.3099,16.3099,16.3099,16.5826,16.0084,15.7265,15.6081,243.266,-21.5968,1.05308,0.72657,0.53029,1.14712,0.904411,0.892339,0.892339,0.892339,1.03241,0.730825,0.54029,0.426697
CSP,16.743,16.0209,15.7106,17.173,16.3617,16.3617,16.3617,16.3617,16.6535,16.0305,15.7327,15.5948,243.19,-21.6263,1.05551,0.728247,0.531514,1.14977,0.906499,0.894398,0.894398,0.894398,1.0348,0.732512,0.541537,0.427682
CSP,16.7425,16.0591,15.7376,17.1318,16.3781,16.3781,16.3781,16.3781,16.6631,16.0879,15.7973,15.673,243.188,-21.6206,1.05641,0.728871,0.531969,1.15075,0.907276,0.895165,0.895165,0.895165,1.03568,0.73314,0.542001,0.428048
CSP,16.8921,16.2369,15.9266,17.3064,16.5291,16.5291,16.5291,16.5291,16.8075,16.2496,15.979,15.8568,243.268,-21.6591,1.0378,0.716031,0.522598,1.13048,0.891293,0.879396,0.879396,0.879396,1.01744,0.720225,0.532453,0.420508
CSP,17.0284,16.2833,15.9447,17.4733,16.6391,16.6391,16.6391,16.6391,16.9485,16.2901,15.9884,15.8515,243.179,-21.6788,1.07229,0.739826,0.539965,1.16805,0.920912,0.90862,0.90862,0.90862,1.05125,0.744159,0.550148,0.434482
CSP,17.1562,16.1357,15.7088,17.6982,16.6285,16.6285,16.6285,16.6285,17.055,16.1529,15.7497,15.5514,243.244,-21.6416,1.04558,0.7214,0.526517,1.13896,0.897976,0.88599,0.88599,0.88599,1.02507,0.725625,0.536446,0.423661
CSP,17.1073,16.4411,16.1166,17.54,16.7423,16.7423,16.7423,16.7423,17.052,16.4569,16.1896,16.0582,243.284,-21.628,1.04477,0.720842,0.526109,1.13808,0.897281,0.885304,0.885304,0.885304,1.02427,0.725064,0.536031,0.423333
CSP,17.3008,16.3063,15.8459,17.8172,16.7782,16.7782,16.7782,16.7782,17.1734,16.3081,15.9056,15.691,243.265,-21.5856,1.05457,0.7276,0.531042,1.14875,0.905693,0.893604,0.893604,0.893604,1.03388,0.731861,0.541056,0.427302
CSP,17.3209,16.3236,15.8429,17.8183,16.8132,16.8132,16.8132,16.8132,17.22,16.3447,15.9011,15.6725,243.218,-21.5759,1.05613,0.728678,0.531828,1.15045,0.907035,0.894928,0.894928,0.894928,1.03541,0.732945,0.541857,0.427935
CSP,17.4018,16.7001,16.3766,17.788,17.0224,17.0224,17.0224,17.0224,17.3325,16.7395,16.478,16.3571,243.293,-21.6058,1.05213,0.725916,0.529813,1.14609,0.903597,0.891536,0.891536,0.891536,1.03148,0.730167,0.539804,0.426313
CSP,17.5791,16.706,16.3896,18.0667,17.1169,17.1169,17.1169,17.1169,17.4623,16.7197,16.4137,16.2693,243.256,-21.5737,1.05532,0.728122,0.531423,1.14957,0.906343,0.894245,0.894245,0.894245,1.03462,0.732386,0.541444,0.427608
CSP,17.5752,16.8433,16.5047,18.014,17.1727,17.1727,17.1727,17.1727,17.47,16.8147,16.5355,16.403,243.206,-21.6786,1.05733,0.729504,0.532431,1.15175,0.908064,0.895942,0.895942,0.895942,1.03658,0.733776,0.542472,0.42842
CSP,17.776,16.913,16.5308,18.2592,17.2875,17.2875,17.2875,17.2875,17.6537,16.9148,16.5653,16.3841,243.204,-21.6013,1.05593,0.728537,0.531725,1.15023,0.906859,0.894754,0.894754,0.894754,1.03521,0.732803,0.541752,0.427852
CSP,17.7361,16.9397,16.5767,18.297,17.2902,17.2902,17.2902,17.2902,17.6504,16.9275,16.5998,16.4467,243.247,-21.6798,1.03843,0.716465,0.522915,1.13117,0.891833,0.879928,0.879928,0.879928,1.01805,0.720661,0.532776,0.420762
CSP,17.8041,16.8593,16.4608,18.3246,17.3032,17.3032,17.3032,17.3032,17.7389,16.91,16.5472,16.371,243.197,-21.634,1.05365,0.726966,0.530579,1.14775,0.904904,0.892825,0.892825,0.892825,1.03298,0.731223,0.540584,0.426929
CSP,15.1902,14.8869,14.7034,15.4192,14.9421,14.9421,14.9421,14.9421,15.1195,14.7942,14.6733,14.6453,149.84,-19.4108,0.133552,0.0921443,0.0672519,0.145479,0.114698,0.113167,0.113167,0.113167,0.130932,0.092684,0.0685201,0.0541141
CSP,15.7946,15.1786,14.9475,16.1292,15.4199,15.4199,15.4199,15.4199,15.7001,15.178,14.9821,14.9083,149.776,-19.4357,0.132323,0.0912964,0.0666331,0.14414,0.113643,0.112126,0.112126,0.112126,0.129727,0.0918311,0.0678896,0.0536162
CSP,15.7651,15.322,15.1923,16.0389,15.484,15.484,15.484,15.484,15.6927,15.3288,15.2077,15.1959,149.811,-19.4652,0.133177,0.0918854,0.0670629,0.14507,0.114376,0.112849,0.112849,0.112849,0.130564,0.0924235,0.0683276,0.0539621
CSP,16.493,15.7729,15.5285,16.8807,16.0909,16.0909,16.0909,16.0909,16.4231,15.8059,15.5801,15.4946,149.891,-19.5108,0.13282,0.091639,0.0668831,0.144681,0.114069,0.112547,0.112547,0.112547,0.130214,0.0921757,0.0681444,0.0538174
CSP,16.548,16.0413,15.8344,16.8082,16.2329,16.2329,16.2329,16.2329,16.4301,16.0499,15.9065,15.8645,149.786,-19.445,0.132811,0.0916332,0.0668789,0.144672,0.114062,0.11254,0.11254,0.11254,0.130205,0.0921699,0.0681401,0.053814
CSP,16.6694,16.2785,16.1203,16.9233,16.4205,16.4205,16.4205,16.4205,16.6156,16.2834,16.1577,16.1379,149.817,-19.5153,0.131877,0.0909888,0.0664086,0.143655,0.11326,0.111748,0.111748,0.111748,0.12929,0.0915217,0.0676609,0.0534355
CSP,16.9529,16.0934,15.7527,17.3759,16.4905,16.4905,16.4905,16.4905,16.849,16.0914,15.8045,15.6734,149.769,-19.4583,0.132314,0.0912904,0.0666286,0.144131,0.113635,0.112119,0.112119,0.112119,0.129718,0.091825,0.0678851,0.0536126
CSP,16.8024,16.4145,16.3192,16.9599,16.5401,16.5401,16.5401,16.5401,16.714,16.4563,16.3844,16.3917,149.794,-19.533,0.131214,0.0905314,0.0660747,0.142933,0.112691,0.111186,0.111186,0.111186,0.12864,0.0910616,0.0673207,0.0531669
CSP,17.0437,16.4869,16.3024,17.3947,16.7199,16.7199,16.7199,16.7199,17.162,16.6911,16.5111,16.4622,149.872,-19.5294,0.132178,0.0911962,0.0665599,0.143982,0.113518,0.112003,0.112003,0.112003,0.129585,0.0917303,0.0678151,0.0535573
CSP,17.2098,16.7209,16.5364,17.5001,16.9222,16.9222,16.9222,16.9222,17.1512,16.7466,16.5956,16.5508,149.81,-19.4991,0.132407,0.091354,0.0666751,0.144231,0.113715,0.112197,0.112197,0.112197,0.129809,0.091889,0.0679324,0.05365
CSP,17.6261,16.8249,16.5156,18.0609,17.171,17.171,17.171,17.171,17.5704,16.8739,16.5961,16.4963,149.897,-19.4714,0.133092,0.0918271,0.0670204,0.144978,0.114303,0.112778,0.112778,0.112778,0.130481,0.0923649,0.0682842,0.0539278
CSP,18.0822,17.5677,17.3335,18.4303,17.7488,17.7488,17.7488,17.7488,18.0656,17.5514,17.3725,17.3177,149.798,-19.4908,0.132646,0.091519,0.0667955,0.144492,0.11392,0.112399,0.112399,0.112399,0.130043,0.0920549,0.0680551,0.0537469
CSP,18.1733,17.6475,17.4893,18.5191,17.8646,17.8646,17.8646,17.8646,18.1917,17.7566,17.5969,17.5758,149.862,-19.5019,0.132542,0.0914477,0.0667435,0.144379,0.113831,0.112312,0.112312,0.112312,0.129942,0.0919833,0.0680021,0.053705
CSP,18.2379,17.6674,17.4534,18.5961,17.7186,17.7186,17.7186,17.7186,18.2385,17.7262,17.5018,17.4416,149.872,-19.4228,0.133444,0.0920698,0.0671975,0.145361,0.114606,0.113076,0.113076,0.113076,0.130826,0.092609,0.0684647,0.0540704
CSP,17.3104,16.7754,16.5594,17.6614,16.9991,16.9991,16.9991,16.9991,17.2448,16.7934,16.6309,16.5663,6.34152,12.8479,0.228797,0.157858,0.115214,0.24923,0.196497,0.193874,0.193874,0.193874,0.224307,0.158783,0.117386,0.0927064
CSP,16.0686,15.3803,15.1085,16.4323,15.7005,15.7005,15.7005,15.7005,15.9951,15.4041,15.14,15.0415,125.682,22.5221,0.165888,0.114455,0.0835352,0.180703,0.14247,0.140568,0.140568,0.140568,0.162633,0.115125,0.0851105,0.0672165
CSP,17.3187,16.69,16.5024,17.7328,16.9696,16.9696,16.9696,16.9696,17.2984,16.7319,16.52,16.4475,125.679,22.5807,0.169639,0.117043,0.085424,0.184789,0.145691,0.143746,0.143746,0.143746,0.166311,0.117728,0.0870349,0.0687362
CSP,17.996,17.2763,17.0015,18.4608,17.6136,17.6136,17.6136,17.6136,17.9739,17.3377,17.0803,16.9804,125.733,22.5604,0.166278,0.114724,0.0837315,0.181128,0.142804,0.140898,0.140898,0.140898,0.163016,0.115396,0.0853105,0.0673744
CSP,15.7828,15.1513,14.9434,16.1597,15.4604,15.4604,15.4604,15.4604,15.6905,15.1715,14.9667,14.884,229.107,7.39879,0.12396,0.0855264,0.0624218,0.135031,0.106461,0.10504,0.10504,0.10504,0.121528,0.0860273,0.063599,0.0502276
CSP,17.3324,16.7243,16.5144,17.7159,17.0028,17.0028,17.0028,17.0028,17.2428,16.7372,16.5475,16.4788,229.214,7.37779,0.112293,0.0774767,0.0565467,0.122322,0.0964405,0.0951532,0.0951532,0.0951532,0.11009,0.0779304,0.057613,0.0455002
CSP,15.7251,14.9986,14.8333,16.1572,15.325,15.325,15.325,15.325,15.6759,15.0368,14.7981,14.7006,169.769,20.7708,0.0657292,0.0453499,0.0330988,0.0715992,0.0564501,0.0556966,0.0556966,0.0556966,0.0644395,0.0456155,0.033723,0.0266329
CSP,15.3481,14.8371,14.7053,15.7246,15.0764,15.0764,15.0764,15.0764,15.3126,14.8798,14.742,14.7244,127.952,-1.22324,0.10409,0.0718173,0.0524161,0.113386,0.0893959,0.0882026,0.0882026,0.0882026,0.102048,0.0722379,0.0534046,0.0421766
CSP,15.4215,14.9542,14.8153,15.7493,15.1737,15.1737,15.1737,15.1737,15.375,14.9845,14.8566,14.8341,127.87,-1.2315,0.109779,0.0757424,0.0552809,0.119583,0.0942817,0.0930232,0.0930232,0.0930232,0.107625,0.076186,0.0563233,0.0444817
CSP,15.5226,15.1193,15.0352,15.8417,15.3143,15.3143,15.3143,15.3143,15.4816,15.1637,15.069,15.0807,127.94,-1.17098,0.102034,0.0703981,0.0513803,0.111146,0.0876293,0.0864596,0.0864596,0.0864596,0.100032,0.0708104,0.0523492,0.0413431
CSP,15.606,15.247,15.1831,15.9007,15.4168,15.4168,15.4168,15.4168,15.5771,15.2805,15.201,15.1951,127.901,-1.24547,0.109081,0.0752606,0.0549292,0.118823,0.093682,0.0924315,0.0924315,0.0924315,0.106941,0.0757013,0.0559651,0.0441987
CSP,15.8738,15.3139,15.1962,16.2475,15.5832,15.5832,15.5832,15.5832,15.8171,15.3571,15.2242,15.1997,127.866,-1.21541,0.109121,0.0752879,0.0549491,0.118866,0.0937159,0.092465,0.092465,0.092465,0.10698,0.0757288,0.0559854,0.0442147
CSP,15.9787,15.5709,15.4522,16.3066,15.7631,15.7631,15.7631,15.7631,15.9385,15.5854,15.4838,15.4805,127.929,-1.18511,0.103795,0.0716137,0.0522675,0.113065,0.0891424,0.0879525,0.0879525,0.0879525,0.101759,0.0720331,0.0532532,0.042057
CSP,16.2156,15.7395,15.5813,16.5876,15.9714,15.9714,15.9714,15.9714,16.1622,15.7465,15.6105,15.5873,127.892,-1.14059,0.102541,0.0707479,0.0516356,0.111698,0.0880648,0.0868892,0.0868892,0.0868892,0.100529,0.0711622,0.0526094,0.0415485
CSP,16.4904,16.0975,16.0022,16.7967,16.2845,16.2845,16.2845,16.2845,16.4575,16.1339,16.0378,16.0276,127.89,-1.24149,0.109299,0.0754112,0.0550392,0.119061,0.0938695,0.0926165,0.0926165,0.0926165,0.107155,0.0758529,0.0560771,0.0442872
CSP,16.8213,16.2238,16.0473,17.2411,16.5294,16.5294,16.5294,16.5294,16.7495,16.2427,16.0721,16.0195,127.91,-1.13984,0.101356,0.069931,0.0510394,0.110408,0.0870479,0.0858859,0.0858859,0.0858859,0.0993678,0.0703405,0.0520019,0.0410688
CSP,17.1609,16.3753,16.1015,17.6318,16.8056,16.8056,16.8056,16.8056,17.0917,16.391,16.1341,16.0202,127.888,-1.16632,0.104999,0.0724441,0.0528736,0.114376,0.0901761,0.0889724,0.0889724,0.0889724,0.102939,0.0728684,0.0538707,0.0425447
CSP,17.5102,16.99,16.8633,17.8342,17.2418,17.2418,17.2418,17.2418,17.455,17.0239,16.8875,16.849,127.883,-1.22946,0.109178,0.0753274,0.054978,0.118928,0.0937652,0.0925136,0.0925136,0.0925136,0.107036,0.0757686,0.0560148,0.044238
CSP,18.2162,17.7671,17.6971,18.5101,17.9562,17.9562,17.9562,17.9562,18.1378,17.779,17.6789,17.6486,127.896,-1.22694,0.108436,0.0748158,0.0546046,0.118121,0.0931284,0.0918853,0.0918853,0.0918853,0.106309,0.075254,0.0556343,0.0439375
CSP,15.6667,15.2534,15.1003,15.9574,15.4111,15.4111,15.4111,15.4111,15.6561,15.284,15.1604,15.1352,171.239,-9.78177,0.130144,0.0897928,0.0655357,0.141766,0.111771,0.110279,0.110279,0.110279,0.12759,0.0903187,0.0667715,0.0527332
CSP,15.9695,15.4985,15.3383,16.3011,15.6903,15.6903,15.6903,15.6903,15.9477,15.5294,15.3955,15.3546,171.269,-9.85544,0.13016,0.089804,0.0655438,0.141784,0.111785,0.110293,0.110293,0.110293,0.127606,0.0903299,0.0667798,0.0527397
CSP,16.1731,15.6598,15.4833,16.5154,15.8808,15.8808,15.8808,15.8808,16.1313,15.6796,15.5264,15.486,171.209,-9.77146,0.130147,0.0897953,0.0655375,0.14177,0.111774,0.110282,0.110282,0.110282,0.127594,0.0903212,0.0667734,0.0527346
CSP,16.2205,15.8213,15.6763,16.5027,15.9765,15.9765,15.9765,15.9765,16.2044,15.861,15.7292,15.7128,171.231,-9.76853,0.130207,0.0898364,0.0655675,0.141835,0.111826,0.110333,0.110333,0.110333,0.127652,0.0903625,0.0668039,0.0527588
CSP,16.6438,16.1567,15.9833,17.0268,16.3671,16.3671,16.3671,16.3671,16.6422,16.1881,16.0472,16.0129,171.294,-9.82139,0.130344,0.089931,0.0656365,0.141985,0.111943,0.110449,0.110449,0.110449,0.127787,0.0904576,0.0668742,0.0528143
CSP,16.7488,16.3294,16.1803,17.0445,16.4995,16.4995,16.4995,16.4995,16.7356,16.3876,16.269,16.2598,171.222,-9.79063,0.130167,0.0898087,0.0655473,0.141792,0.111791,0.110299,0.110299,0.110299,0.127613,0.0903347,0.0667833,0.0527425
CSP,16.9209,16.3534,16.1384,17.2676,16.594,16.594,16.594,16.594,16.8728,16.3845,16.1884,16.1226,171.247,-9.85534,0.129764,0.0895307,0.0653443,0.141353,0.111445,0.109957,0.109957,0.109957,0.127218,0.090055,0.0665766,0.0525792
CSP,17.0316,16.5565,16.3963,17.3288,16.76,16.76,16.76,16.76,17.0009,16.5871,16.4547,16.4247,171.277,-9.75346,0.129903,0.0896265,0.0654143,0.141504,0.111564,0.110075,0.110075,0.110075,0.127354,0.0901514,0.0666479,0.0526355
CSP,17.185,16.6818,16.5063,17.5045,16.8858,16.8858,16.8858,16.8858,17.171,16.7245,16.5823,16.5296,171.273,-9.84321,0.130239,0.0898582,0.0655834,0.14187,0.111853,0.11036,0.11036,0.11036,0.127683,0.0903845,0.0668201,0.0527716
CSP,17.3161,16.6601,16.4614,17.6875,16.953,16.953,16.953,16.953,17.2681,16.6452,16.4731,16.436,171.262,-9.82007,0.13001,0.0897008,0.0654685,0.141621,0.111657,0.110166,0.110166,0.110166,0.12746,0.0902261,0.0667031,0.0526791
CSP,16.3076,15.6197,15.3246,16.7373,15.9292,15.9292,15.9292,15.9292,16.2418,15.6584,15.3838,15.2833,202.747,-15.11,0.207883,0.143429,0.104682,0.226448,0.178536,0.176152,0.176152,0.176152,0.203804,0.144269,0.106656,0.0842322
CSP,16.8074,16.1289,15.8805,17.2334,16.4228,16.4228,16.4228,16.4228,16.7276,16.1648,15.9209,15.8263,202.705,-15.0984,0.205425,0.141733,0.103444,0.223771,0.176425,0.17407,0.17407,0.17407,0.201394,0.142563,0.105395,0.0832364
CSP,17.4913,16.8232,16.6184,17.8844,17.1332,17.1332,17.1332,17.1332,17.4192,16.858,16.6645,16.6027,202.786,-15.1424,0.206269,0.142316,0.10387,0.224691,0.17715,0.174785,0.174785,0.174785,0.202222,0.143149,0.105828,0.0835786
CSP,17.5693,17.1146,16.9483,17.8687,17.2982,17.2982,17.2982,17.2982,17.517,17.1367,16.9989,16.9513,202.711,-15.1231,0.203802,0.140613,0.102627,0.222003,0.175031,0.172695,0.172695,0.172695,0.199803,0.141437,0.104563,0.0825788
CSP,17.7145,17.104,16.7228,18.0118,17.4319,17.4319,17.4319,17.4319,17.7824,17.2914,16.9469,16.8131,202.752,-15.0597,0.212989,0.146952,0.107253,0.23201,0.182921,0.180479,0.180479,0.180479,0.20881,0.147812,0.109276,0.0863012
CSP,18.0342,17.5151,17.3194,18.356,17.6999,17.6999,17.6999,17.6999,17.961,17.5156,17.3657,17.3253,202.754,-15.1618,0.199068,0.137347,0.100244,0.216846,0.170966,0.168684,0.168684,0.168684,0.195163,0.138152,0.102134,0.0806608
CSP,18.4521,17.942,17.6895,18.7681,18.1164,18.1164,18.1164,18.1164,18.3498,17.9542,17.7435,17.719,202.726,-15.0852,0.208436,0.14381,0.104961,0.22705,0.179011,0.176621,0.176621,0.176621,0.204346,0.144653,0.10694,0.0844564
CSP,18.5318,17.6777,17.4425,18.9351,18.0958,18.0958,18.0958,18.0958,18.4385,17.7793,17.4995,17.3651,202.736,-15.0846,0.209551,0.14458,0.105522,0.228266,0.179969,0.177566,0.177566,0.177566,0.20544,0.145427,0.107512,0.0849084
CSP,18.5567,18.0049,17.8184,18.917,18.2475,18.2475,18.2475,18.2475,18.4772,18.0415,17.874,17.8122,202.812,-15.0711,0.217499,0.150064,0.109525,0.236923,0.186795,0.184301,0.184301,0.184301,0.213232,0.150943,0.11159,0.0881289
CSP,17.0455,16.2896,15.9966,17.517,16.6435,16.6435,16.6435,16.6435,16.9806,16.2886,16.0206,15.9142,201.388,-24.6963,0.245129,0.169127,0.123438,0.267021,0.210524,0.207714,0.207714,0.207714,0.24032,0.170118,0.125766,0.0993242
CSP,18.5063,18.0533,17.7815,18.8304,18.2307,18.2307,18.2307,18.2307,18.4594,18.0602,17.8892,17.8465,201.416,-24.6745,0.258308,0.17822,0.130074,0.281376,0.221842,0.218881,0.218881,0.218881,0.25324,0.179263,0.132527,0.104664
CSP,17.0566,16.4378,16.1955,17.4755,16.7102,16.7102,16.7102,16.7102,16.9928,16.4673,16.2529,16.1769,345.485,15.5777,0.314378,0.216906,0.158309,0.342454,0.269997,0.266393,0.266393,0.266393,0.30821,0.218176,0.161295,0.127383
CSP,18.3904,18.0767,17.9682,18.6168,18.1955,18.1955,18.1955,18.1955,18.3674,18.0935,18.0113,18.0223,31.6543,-0.935031,0.115412,0.0796288,0.0581174,0.125719,0.0991194,0.0977963,0.0977963,0.0977963,0.113148,0.0800951,0.0592133,0.0467641
CSP,16.5178,15.9535,15.7334,16.8918,16.1911,16.1911,16.1911,16.1911,16.4436,15.9793,15.7898,15.7188,17.7624,15.4262,0.241154,0.166385,0.121437,0.262691,0.20711,0.204346,0.204346,0.204346,0.236423,0.167359,0.123727,0.0977137
CSP,16.633,15.9115,15.6276,17.0676,16.2322,16.2322,16.2322,16.2322,16.5231,15.9148,15.6791,15.5816,17.7406,15.4791,0.251786,0.17372,0.12679,0.274271,0.216241,0.213354,0.213354,0.213354,0.246845,0.174737,0.129181,0.102021
CSP,17.0413,16.4404,16.2264,17.4133,16.7053,16.7053,16.7053,16.7053,16.9283,16.4376,16.242,16.1796,17.729,15.5099,0.254275,0.175437,0.128043,0.276983,0.218378,0.215463,0.215463,0.215463,0.249286,0.176464,0.130458,0.10303
CSP,17.7243,16.985,16.6676,18.1589,17.3325,17.3325,17.3325,17.3325,17.6084,16.988,16.7019,16.5733,17.6925,15.4499,0.271144,0.187076,0.136538,0.295359,0.232866,0.229758,0.229758,0.229758,0.265824,0.188172,0.139113,0.109865
CSP,16.8938,16.1903,15.9195,17.3392,16.5125,16.5125,16.5125,16.5125,16.8275,16.2149,15.949,15.834,52.4816,0.0955631,0.339511,0.234246,0.170965,0.369831,0.291582,0.28769,0.28769,0.28769,0.33285,0.235618,0.174189,0.137567
CSP,17.1857,16.5627,16.3275,17.5908,16.8465,16.8465,16.8465,16.8465,17.1263,16.5865,16.3602,16.2649,52.4596,0.0278806,0.329378,0.227254,0.165862,0.358793,0.282879,0.279103,0.279103,0.279103,0.322915,0.228585,0.16899,0.133461
CSP,17.5648,17.0016,16.7735,17.9028,17.2639,17.2639,17.2639,17.2639,17.485,17.0181,16.8014,16.736,52.4924,0.101215,0.338764,0.23373,0.170589,0.369018,0.29094,0.287057,0.287057,0.287057,0.332117,0.235099,0.173806,0.137264
CSP,17.666,16.9436,16.6516,18.0946,17.2921,17.2921,17.2921,17.2921,17.5396,16.9727,16.6517,16.55,52.4849,0.108034,0.340505,0.234932,0.171466,0.370914,0.292436,0.288532,0.288532,0.288532,0.333824,0.236308,0.174699,0.13797
CSP,17.3134,16.8541,16.5915,17.6367,17.0248,17.0248,17.0248,17.0248,17.2119,16.8074,16.653,16.6076,354.776,-6.51485,0.104826,0.0723249,0.0527866,0.114188,0.0900278,0.0888261,0.0888261,0.0888261,0.102769,0.0727485,0.0537821,0.0424747
CSP,15.8385,15.2958,15.1213,16.1881,15.5188,15.5188,15.5188,15.5188,15.7624,15.3175,15.153,15.1191,16.3897,-0.805062,0.115531,0.0797105,0.058177,0.125848,0.0992211,0.0978967,0.0978967,0.0978967,0.113264,0.0801773,0.0592741,0.046812
CSP,15.9076,15.5041,15.3703,16.1794,15.6631,15.6631,15.6631,15.6631,15.8588,15.5248,15.4098,15.3971,16.5006,-0.701906,0.111842,0.0771652,0.0563194,0.12183,0.0960528,0.0947707,0.0947707,0.0947707,0.109647,0.0776171,0.0573814,0.0453173
CSP,16.7846,16.3822,16.2423,17.0634,16.5308,16.5308,16.5308,16.5308,16.7144,16.3857,16.2743,16.2466,16.3963,-0.728439,0.113869,0.0785639,0.0573402,0.124038,0.0977939,0.0964885,0.0964885,0.0964885,0.111635,0.079024,0.0584215,0.0461387
CSP,17.5682,16.8308,16.5875,17.9861,17.1731,17.1731,17.1731,17.1731,17.484,16.8576,16.6251,16.54,16.491,-0.763401,0.115529,0.0797091,0.058176,0.125846,0.0992193,0.0978949,0.0978949,0.0978949,0.113262,0.0801759,0.0592731,0.0468112
CSP,17.6086,16.9867,16.7505,18.0079,17.2642,17.2642,17.2642,17.2642,17.5118,16.9881,16.7749,16.6829,16.5113,-0.759203,0.115985,0.0800238,0.0584057,0.126343,0.0996111,0.0982815,0.0982815,0.0982815,0.113709,0.0804925,0.0595071,0.0469961
CSP,15.9001,15.1739,14.8656,16.3524,15.5009,15.5009,15.5009,15.5009,15.7881,15.1724,14.8838,14.767,14.4143,-1.3853,0.112345,0.0775123,0.0565727,0.122378,0.0964848,0.0951969,0.0951969,0.0951969,0.11014,0.0779662,0.0576395,0.0455211
CSP,18.7372,18.4336,18.2693,18.9478,18.5282,18.5282,18.5282,18.5282,18.6629,18.381,18.2678,18.2921,14.3501,-1.38318,0.111598,0.0769969,0.0561965,0.121564,0.0958433,0.094564,0.094564,0.094564,0.109408,0.0774479,0.0572563,0.0452184
CSP,18.6922,17.8174,17.3459,19.3419,18.1364,18.1364,18.1364,18.1364,18.7913,18.1381,17.9018,17.4872,192.234,-9.41452,0.134528,0.0928179,0.0677435,0.146543,0.115537,0.113995,0.113995,0.113995,0.131889,0.0933615,0.069021,0.0545097
CSP,18.558,18.2033,17.8667,18.9749,18.3051,18.3051,18.3051,18.3051,18.506,18.1918,18.0632,18.0514,192.194,-9.3888,0.13888,0.09582,0.0699346,0.151282,0.119274,0.117682,0.117682,0.117682,0.136155,0.0963812,0.0712534,0.0562728
CSP,15.7382,15.1498,14.9115,16.131,15.4199,15.4199,15.4199,15.4199,15.6689,15.1606,14.948,14.8673,41.9513,13.2857,0.428291,0.2955,0.215672,0.46654,0.367829,0.362919,0.362919,0.362919,0.419888,0.297231,0.219739,0.17354
CSP,16.4971,15.9165,15.6974,16.8516,16.1636,16.1636,16.1636,16.1636,16.4087,15.9256,15.7315,15.6554,41.9873,13.2252,0.428546,0.295676,0.2158,0.466818,0.368048,0.363135,0.363135,0.363135,0.420138,0.297407,0.21987,0.173643
CSP,18.7056,17.7967,17.4377,18.5567,18.2739,18.2739,18.2739,18.2739,18.6289,17.7807,17.4459,17.2673,41.9836,13.2472,0.428383,0.295563,0.215718,0.466641,0.367908,0.362997,0.362997,0.362997,0.419978,0.297294,0.219786,0.173577
CSP,15.9881,15.406,15.1545,16.3644,15.6925,15.6925,15.6925,15.6925,15.9303,15.413,15.2032,15.1263,180.474,-18.9761,0.149372,0.103059,0.0752182,0.162712,0.128285,0.126572,0.126572,0.126572,0.146441,0.103663,0.0766366,0.0605242
