survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3K-B_AV,CFA3K-V_AV,CFA3K-r_AV,CFA3K-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA3K,16.6419,16.0805,15.9252,15.7147,16.3216,15.889,15.7106,15.6497,333.734,5.09666,0.374868,0.28804,0.23556,0.170714,0.33503,0.237161,0.17533,0.138468
CFA3K,18.496,17.7456,17.6958,17.5079,18.1218,17.6679,17.4552,17.3713,333.723,5.11067,0.376392,0.28921,0.236518,0.171408,0.336392,0.238125,0.176043,0.139031
CFA3K,16.162,15.4131,15.1783,14.9908,15.6805,15.1697,14.9721,14.9122,333.719,5.04575,0.366814,0.281851,0.230499,0.167046,0.327832,0.232066,0.171563,0.135493
CFA3K,16.4664,15.888,15.6932,15.5372,16.0944,15.6827,15.5192,15.4623,333.717,5.05702,0.368804,0.28338,0.23175,0.167953,0.32961,0.233325,0.172494,0.136228
CFA3K,16.4765,15.8506,15.6393,15.4708,16.0625,15.6325,15.4608,15.407,333.71,5.08432,0.374153,0.28749,0.235111,0.170388,0.33439,0.236708,0.174996,0.138204
CFA3K,18.7345,17.6131,17.3678,17.0959,17.9093,17.3738,17.0986,16.9899,333.698,5.01821,0.359895,0.276534,0.226151,0.163895,0.321648,0.227688,0.168327,0.132937
CFA3K,18.3384,17.013,16.5232,16.2407,17.4311,16.594,16.2918,16.1489,333.695,5.16881,0.382047,0.293556,0.240071,0.173983,0.341446,0.241703,0.178688,0.14112
CFA3K,16.7789,16.1765,16.0067,15.8227,16.3871,15.9967,15.8248,15.7665,333.685,5.0664,0.373211,0.286766,0.234519,0.169959,0.333549,0.236113,0.174555,0.137856
CFA3K,16.8494,16.0945,15.8597,15.6572,16.3302,15.8342,15.6439,15.5871,333.677,5.0066,0.352976,0.271218,0.221803,0.160744,0.315464,0.223311,0.165091,0.130381
CFA3K,18.5509,17.5945,17.2177,17.0172,17.8338,17.3664,17.0624,17.0471,333.675,5.08855,0.3784,0.290753,0.23778,0.172322,0.338187,0.239396,0.176982,0.139773
CFA3K,16.278,15.6151,15.3698,15.1509,15.8693,15.3563,15.1573,15.0846,333.672,5.15026,0.381953,0.293483,0.240012,0.173941,0.341362,0.241644,0.178644,0.141085
CFA3K,18.2114,17.4535,17.1422,17.0553,17.6865,17.1954,16.9907,16.9268,333.663,5.00645,0.351821,0.270331,0.221078,0.160219,0.314432,0.222581,0.164551,0.129955
CFA3K,18.019,17.0876,16.8943,16.7164,17.3725,16.9068,16.7209,16.658,333.653,5.12955,0.382073,0.293575,0.240087,0.173995,0.341469,0.241719,0.1787,0.141129
CFA3K,18.2294,17.135,16.7797,16.4872,17.4866,16.7818,16.4856,16.3547,333.634,5.07475,0.376834,0.28955,0.236795,0.171609,0.336787,0.238405,0.17625,0.139194
CFA3K,18.628,17.3711,17.1503,16.9533,17.5555,17.0802,16.9019,16.841,333.623,5.01436,0.357065,0.27436,0.224373,0.162607,0.319119,0.225898,0.167004,0.131892
CFA3K,17.8884,17.2355,16.9202,16.7127,17.451,16.9228,16.7066,16.6321,333.618,5.00821,0.354829,0.272642,0.222968,0.161588,0.317121,0.224484,0.165958,0.131066
CFA3K,16.2187,15.653,15.4724,15.338,15.8453,15.4769,15.3483,15.3078,358.628,27.3857,0.130225,0.100062,0.0818311,0.0593043,0.116386,0.0823873,0.0609079,0.0481023
CFA3K,17.8102,17.0406,16.911,16.7478,17.226,16.8607,16.7294,16.693,180.52,-19.0452,0.158096,0.121477,0.0993446,0.0719965,0.141295,0.10002,0.0739434,0.0583972
CFA3K,17.5344,16.9212,16.7281,16.5639,17.0721,16.6912,16.5627,16.5196,180.505,-19.0047,0.164342,0.126276,0.103269,0.0748409,0.146877,0.103971,0.0768647,0.0607043
CFA3K,16.6213,16.0116,15.8715,15.7103,16.2146,15.8504,15.7275,15.6992,180.493,-18.9369,0.163109,0.125329,0.102495,0.0742793,0.145775,0.103191,0.0762879,0.0602488
CFA3K,16.9634,16.3687,16.2445,16.1224,16.4882,16.2124,16.1261,16.1217,180.461,-18.9994,0.163022,0.125262,0.10244,0.0742398,0.145697,0.103136,0.0762473,0.0602167
CFA3K,16.3253,15.8041,15.6439,15.4843,15.9736,15.6375,15.5246,15.4983,180.444,-18.9072,0.160456,0.123291,0.100828,0.0730714,0.143404,0.101513,0.0750473,0.059269
CFA3K,17.2453,16.3952,16.111,15.8664,16.7023,16.1178,15.8997,15.8128,180.411,-18.9236,0.157556,0.121062,0.0990052,0.0717506,0.140812,0.0996781,0.0736908,0.0581977
CFA3K,16.8642,16.2336,16.0445,15.8708,16.4471,16.0468,15.9063,15.8743,180.41,-18.9062,0.1577,0.121172,0.0990955,0.071816,0.140941,0.099769,0.073758,0.0582508
CFA3K,17.3457,16.6255,16.3708,16.1141,16.9197,16.355,16.1215,16.0376,49.4147,41.4159,0.557904,0.42868,0.350577,0.254068,0.498614,0.352959,0.260939,0.206078
CFA3K,16.4461,15.6124,15.3297,15.072,15.9532,15.3706,15.1153,15.0163,49.2999,41.4652,0.544841,0.418642,0.342368,0.248119,0.486939,0.344695,0.254828,0.201252
CFA3K,16.8977,16.264,16.0548,15.8616,16.4609,16.0188,15.8428,15.7837,49.2684,41.3407,0.550999,0.423374,0.346238,0.250924,0.492443,0.348591,0.257709,0.203527
CFA3K,17.521,16.8519,16.6337,16.4265,17.0495,16.6107,16.4175,16.351,49.2275,41.2964,0.542501,0.416844,0.340897,0.247053,0.484848,0.343214,0.253734,0.200388
CFA3K,18.0716,17.2929,16.9892,16.6529,17.5617,16.937,16.6931,16.5854,49.218,41.3774,0.549556,0.422265,0.345331,0.250266,0.491153,0.347678,0.257034,0.202994
CFA3K,18.2697,17.5251,17.3261,17.166,17.8064,17.3501,17.1429,17.0775,224.94,16.6163,0.112975,0.0868073,0.0709915,0.0514486,0.100969,0.071474,0.0528398,0.0417305
CFA3K,18.8052,18.1621,17.9166,17.6834,18.4903,17.8983,17.6612,17.5767,224.9,16.5816,0.11032,0.084767,0.0693229,0.0502394,0.0985959,0.0697941,0.0515979,0.0407497
CFA3K,16.7186,16.1606,16.0041,15.9319,16.3396,15.983,15.8969,15.8871,224.877,16.633,0.114879,0.0882704,0.072188,0.0523157,0.102671,0.0726786,0.0537304,0.0424339
CFA3K,17.246,16.4425,16.157,15.9474,16.7484,16.1674,15.9428,15.858,224.875,16.6109,0.112824,0.0866913,0.0708966,0.0513798,0.100834,0.0713784,0.0527692,0.0416748
CFA3K,16.0802,15.3941,15.1796,15.0184,15.6535,15.2034,15.0238,14.9735,224.834,16.7297,0.128788,0.0989577,0.0809281,0.0586498,0.115102,0.0814781,0.0602358,0.0475715
CFA3K,16.055,15.2815,15.03,14.8259,15.5589,15.0372,14.8159,14.7348,224.79,16.6515,0.11661,0.0896004,0.0732757,0.053104,0.104218,0.0737737,0.05454,0.0430732
CFA3K,18.4063,17.3135,16.9166,16.6431,17.7822,17.0298,16.7519,16.6364,181.058,20.3008,0.123484,0.094882,0.077595,0.0562343,0.110361,0.0781224,0.0577549,0.0456123
CFA3K,17.1833,16.1505,15.8096,15.5291,16.6018,15.9117,15.647,15.5409,181.032,20.266,0.122511,0.0941347,0.0769839,0.0557914,0.109492,0.0775071,0.0573001,0.045253
CFA3K,17.4513,16.4965,16.2526,16.0381,16.8605,16.3368,16.1225,16.0439,181.03,20.192,0.12332,0.0947558,0.0774918,0.0561595,0.110214,0.0780184,0.0576781,0.0455516
CFA3K,16.4413,15.6625,15.4836,15.3451,15.9808,15.5721,15.4343,15.3974,180.994,20.2588,0.114486,0.0879685,0.0719411,0.0521368,0.10232,0.07243,0.0535466,0.0422887
CFA3K,17.8393,16.7805,16.4126,16.0151,17.2943,16.6194,16.2749,16.0376,180.985,20.2179,0.113467,0.0871856,0.0713009,0.0516728,0.101409,0.0717854,0.0530701,0.0419124
