survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3K-B_AV,CFA3K-V_AV,CFA3K-r_AV,CFA3K-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA3K,17.8088,17.3684,17.2127,17.0811,17.6122,17.3062,17.1816,17.1311,222.187,-4.70239,0.294331,0.226157,0.184952,0.134038,0.263052,0.186209,0.137662,0.108719
CFA3K,16.2888,15.6799,15.4597,15.2566,15.8854,15.4684,15.288,15.2063,222.186,-4.80444,0.268718,0.206476,0.168857,0.122373,0.24016,0.170005,0.125682,0.0992584
CFA3K,17.0388,16.499,16.3039,16.1562,16.6976,16.3187,16.1819,16.1271,222.176,-4.66287,0.299978,0.230496,0.188501,0.136609,0.268098,0.189782,0.140303,0.110805
CFA3K,16.2629,15.5445,15.2948,15.1052,15.8089,15.2967,15.1114,15.0411,222.169,-4.72968,0.294086,0.225968,0.184798,0.133926,0.262832,0.186054,0.137547,0.108629
CFA3K,17.2783,16.6955,16.4454,16.2452,17.0525,16.6048,16.4218,16.3611,222.169,-4.66971,0.301353,0.231552,0.189364,0.137235,0.269327,0.190651,0.140946,0.111313
CFA3K,16.1002,15.5849,15.4167,15.2751,15.788,15.4352,15.294,15.262,222.167,-4.68186,0.301075,0.231339,0.18919,0.137109,0.269079,0.190476,0.140816,0.111211
CFA3K,17.8918,17.304,17.1064,16.8672,17.5369,17.0893,16.9239,16.8629,222.147,-4.79959,0.268783,0.206526,0.168898,0.122403,0.240218,0.170046,0.125713,0.0992824
CFA3K,18.1508,17.6745,17.4668,17.3367,17.8615,17.5545,17.4087,17.3769,222.142,-4.65918,0.305878,0.235029,0.192208,0.139296,0.273372,0.193514,0.143063,0.112985
CFA3K,17.0164,16.3755,16.1498,15.9812,16.614,16.1795,16.0037,15.9444,222.133,-4.76652,0.277677,0.21336,0.174487,0.126454,0.248168,0.175673,0.129873,0.102568
CFA3K,17.0194,16.394,16.1884,15.9782,16.6506,16.2129,16.0387,15.9629,222.126,-4.678,0.303591,0.233272,0.190771,0.138255,0.271328,0.192068,0.141993,0.11214
CFA3K,17.0538,16.0705,15.6884,15.3847,16.4483,15.6951,15.4062,15.278,222.076,-4.81391,0.256444,0.197045,0.161145,0.116784,0.229191,0.16224,0.119942,0.0947247
CFA3K,18.0819,17.3475,17.2054,16.9467,17.6422,17.1934,17.0159,16.9493,222.06,-4.66439,0.298676,0.229495,0.187682,0.136016,0.266935,0.188958,0.139694,0.110324
CFA3K,17.6703,17.1063,16.9198,16.753,17.2895,16.9,16.7645,16.7326,9.77274,-8.94108,0.120326,0.0924555,0.0756106,0.0547961,0.107539,0.0761245,0.0562779,0.0444458
CFA3K,18.6323,18.0718,17.9108,17.7795,18.2777,17.8642,17.7148,17.6758,9.76164,-9.0244,0.121011,0.0929815,0.0760408,0.0551079,0.10815,0.0765576,0.0565981,0.0446986
CFA3K,18.6843,17.9408,17.6087,17.3651,18.2526,17.6297,17.3745,17.2734,9.71846,-8.95921,0.123016,0.0945224,0.0773009,0.0560212,0.109943,0.0778263,0.057536,0.0454394
CFA3K,17.0517,16.5539,16.4188,16.2804,16.7188,16.3858,16.2711,16.2593,36.5284,41.9331,0.207671,0.159569,0.130496,0.0945728,0.185601,0.131383,0.0971301,0.076709
CFA3K,15.9802,15.1799,14.9298,14.7148,15.4743,14.9089,14.7183,14.658,36.5225,41.8602,0.204904,0.157443,0.128758,0.0933128,0.183128,0.129633,0.0958361,0.0756871
CFA3K,17.5757,17.0839,16.9288,16.8004,17.2749,16.9047,16.7787,16.7516,36.5186,41.922,0.205876,0.15819,0.129369,0.0937556,0.183997,0.130248,0.0962909,0.0760462
CFA3K,16.573,15.9432,15.7128,15.5041,16.1548,15.7005,15.5243,15.4299,36.5176,41.8938,0.204646,0.157245,0.128596,0.0931953,0.182898,0.12947,0.0957154,0.0755917
CFA3K,17.6883,17.0616,16.8882,16.6941,17.2666,16.8625,16.6959,16.6565,36.5078,41.9113,0.204127,0.156846,0.128269,0.0929587,0.182433,0.129141,0.0954724,0.0753998
CFA3K,16.7564,16.1042,15.8874,15.7067,16.3223,15.862,15.7005,15.6624,36.4983,41.9959,0.218462,0.167861,0.137278,0.0994872,0.195246,0.138211,0.102177,0.0806951
CFA3K,16.2225,15.6612,15.4901,15.3481,15.88,15.4951,15.3574,15.3427,36.4779,42.0228,0.221426,0.170138,0.13914,0.100837,0.197894,0.140085,0.103563,0.0817898
CFA3K,17.1506,16.2559,15.9475,15.7114,16.5969,15.9341,15.6921,15.6034,36.4131,41.8679,0.199733,0.15347,0.125508,0.0909579,0.178507,0.126361,0.0934175,0.0737769
CFA3K,17.4539,16.9962,16.8408,16.6897,17.2098,16.8667,16.7413,16.7298,36.4105,42.0138,0.216911,0.166669,0.136303,0.0987809,0.19386,0.137229,0.101452,0.0801223
CFA3K,16.4766,16.1649,16.0968,16.0351,16.4817,16.1628,16.053,16.0404,36.4083,41.9929,0.212965,0.163637,0.133823,0.0969838,0.190333,0.134733,0.0996063,0.0786646
CFA3K,15.7882,15.1239,14.9138,14.7528,15.3404,14.9062,14.7485,14.7161,36.4055,41.9618,0.207426,0.159381,0.130343,0.0944614,0.185383,0.131229,0.0970158,0.0766187
CFA3K,15.691,15.2052,15.0594,14.9417,15.3779,15.0706,14.962,14.9465,36.4053,42.0325,0.220535,0.169453,0.13858,0.100431,0.197098,0.139522,0.103147,0.0814607
CFA3K,16.8718,16.2166,16.0318,15.8728,16.4086,16.0032,15.8449,15.813,36.3817,41.8643,0.199965,0.153648,0.125654,0.0910634,0.178714,0.126508,0.0935258,0.0738625
CFA3K,16.0159,15.4676,15.2872,15.1318,15.6426,15.2824,15.1289,15.0975,36.3813,41.9644,0.207816,0.15968,0.130588,0.0946388,0.185731,0.131475,0.0971979,0.0767626
CFA3K,16.5646,15.7869,15.5281,15.3198,16.0595,15.518,15.309,15.2505,36.372,41.9258,0.203844,0.156628,0.128092,0.0928299,0.182181,0.128962,0.0953401,0.0752954
CFA3K,17.5069,16.5716,16.2102,15.9315,16.9241,16.2131,15.9307,15.8206,36.3566,41.9479,0.205057,0.157561,0.128854,0.0933825,0.183265,0.12973,0.0959076,0.0757436
CFA3K,16.1287,15.2849,14.9961,14.7548,15.5843,14.9881,14.7516,14.6584,36.3539,41.8834,0.202187,0.155355,0.12705,0.0920753,0.1807,0.127914,0.0945651,0.0746833
CFA3K,16.903,16.0962,15.8531,15.6577,16.3596,15.8068,15.6362,15.5879,36.3495,41.8901,0.202772,0.155805,0.127418,0.092342,0.181223,0.128284,0.094839,0.0748996
CFA3K,17.9153,17.0925,16.75,16.438,17.4343,16.7669,16.462,16.3271,347.575,30.2703,0.222105,0.17066,0.139567,0.101146,0.198501,0.140515,0.103881,0.0820406
CFA3K,16.1817,15.5479,15.383,15.2254,15.7846,15.3885,15.251,15.2265,347.56,30.1899,0.220099,0.169119,0.138306,0.100233,0.196709,0.139246,0.102943,0.0812999
CFA3K,16.4882,15.8309,15.6367,15.4517,16.0718,15.6437,15.4715,15.423,347.559,30.1663,0.218025,0.167525,0.137003,0.0992882,0.194855,0.137934,0.101973,0.0805337
CFA3K,18.6527,18.0009,17.7407,17.5324,18.1977,17.7382,17.5489,17.4904,347.514,30.2437,0.224401,0.172424,0.141009,0.102191,0.200553,0.141967,0.104955,0.0828886
CFA3K,17.7522,17.1339,16.9104,16.7614,17.3367,16.9339,16.78,16.73,347.466,30.2306,0.226327,0.173904,0.142219,0.103069,0.202274,0.143186,0.105856,0.0836001
CFA3K,17.1085,16.4862,16.2787,16.1004,16.7231,16.3033,16.1358,16.0768,347.457,30.2558,0.225723,0.17344,0.14184,0.102794,0.201735,0.142804,0.105573,0.083377
CFA3K,16.2757,15.4569,15.1637,14.9351,15.7788,15.1839,14.9749,14.8907,347.454,30.2459,0.226137,0.173758,0.1421,0.102982,0.202105,0.143066,0.105767,0.0835301
CFA3K,17.6753,17.1035,16.9583,16.8127,17.3269,16.9753,16.8368,16.8145,347.44,30.2573,0.22614,0.173761,0.142102,0.102984,0.202108,0.143068,0.105768,0.0835312
CFA3K,18.6257,18.0049,17.8997,17.7611,18.3056,17.9645,17.8238,17.7884,347.431,30.2143,0.228876,0.175862,0.143821,0.104229,0.204552,0.144799,0.107048,0.0845416
CFA3K,15.6398,15.1069,14.958,14.8345,15.3089,14.9655,14.8387,14.8318,10.7588,-23.5454,0.0673936,0.0517836,0.0423489,0.0306909,0.0602315,0.0426367,0.0315208,0.0248937
CFA3K,16.8948,16.3989,16.279,16.1645,16.5783,16.2732,16.1405,16.1107,10.7436,-23.6172,0.0659314,0.0506601,0.0414301,0.030025,0.0589247,0.0417117,0.0308369,0.0243536
CFA3K,16.5438,16.0289,15.868,15.7305,16.2602,15.8988,15.7629,15.741,10.7198,-23.4696,0.0672368,0.0516631,0.0422503,0.0306195,0.0600913,0.0425375,0.0314474,0.0248358
CFA3K,15.6848,15.0679,14.904,14.7725,15.2703,14.892,14.7476,14.7275,10.6699,-23.6056,0.0663886,0.0510114,0.0417174,0.0302332,0.0593333,0.0420009,0.0310508,0.0245225
CFA3K,15.8923,15.2896,15.1089,14.9331,15.5161,15.1045,14.9616,14.9363,300.792,49.2844,0.662267,0.50887,0.416156,0.301595,0.591886,0.418985,0.30975,0.244627
CFA3K,16.4813,15.8876,15.6959,15.5041,16.1147,15.6777,15.5095,15.4599,300.791,49.3856,0.674782,0.518486,0.42402,0.307294,0.603071,0.426902,0.315604,0.24925
CFA3K,17.6593,16.9566,16.7129,16.4781,17.2205,16.6874,16.469,16.3909,300.776,49.3026,0.661856,0.508554,0.415898,0.301408,0.591519,0.418725,0.309558,0.244475
CFA3K,17.4023,16.4936,16.1489,15.8431,16.8746,16.1528,15.8689,15.7445,300.739,49.3917,0.669355,0.514315,0.42061,0.304822,0.598221,0.423469,0.313065,0.247245
CFA3K,16.6973,16.0086,15.7749,15.5131,16.2626,15.7533,15.5473,15.4739,300.714,49.3085,0.675727,0.519211,0.424614,0.307724,0.603915,0.4275,0.316045,0.249599
CFA3K,17.8613,17.1976,17.0029,16.7921,17.4814,17.0043,16.8269,16.7532,300.653,49.3547,0.681768,0.523853,0.42841,0.310475,0.609314,0.431322,0.318871,0.25183
CFA3K,18.7863,18.0936,17.7989,17.5201,18.358,17.8037,17.56,17.4837,300.64,49.3389,0.685277,0.52655,0.430615,0.312073,0.61245,0.433542,0.320512,0.253126
CFA3K,16.1237,15.3546,15.0636,14.8116,15.6548,15.062,14.8143,14.7195,49.4341,-1.75599,0.279207,0.214536,0.175449,0.12715,0.249535,0.176641,0.130589,0.103133
CFA3K,15.8897,15.2626,15.0556,14.8596,15.4744,15.0483,14.872,14.8109,49.3578,-1.71147,0.281031,0.215937,0.176595,0.127981,0.251165,0.177795,0.131442,0.103807
CFA3K,15.9518,15.3832,15.2017,15.0651,15.585,15.2048,15.0657,15.0559,338.051,30.8943,0.30373,0.233379,0.190859,0.138318,0.271452,0.192156,0.142058,0.112191
CFA3K,18.8817,18.0998,17.7812,17.4731,18.3799,17.7706,17.4809,17.3749,14.0843,-1.60576,0.126312,0.0970549,0.079372,0.0575221,0.112888,0.0799114,0.0590775,0.0466568
CFA3K,17.2082,16.3296,15.9857,15.7008,16.6961,16.0239,15.7502,15.6252,344.691,15.1891,0.157647,0.121132,0.0990627,0.0717922,0.140894,0.099736,0.0737336,0.0582315
CFA3K,17.7642,16.9636,16.7407,16.5228,17.3725,16.7604,16.5369,16.4484,344.613,15.2539,0.155267,0.119304,0.0975671,0.0707084,0.138767,0.0982302,0.0726204,0.0573524
CFA3K,17.7592,17.0616,16.8397,16.6478,17.3944,16.881,16.6941,16.6263,344.597,15.2541,0.154145,0.118442,0.0968621,0.0701975,0.137764,0.0975204,0.0720957,0.0569379
CFA3K,17.3062,16.6586,16.4777,16.2998,16.9577,16.5028,16.3481,16.2867,344.579,15.2273,0.1511,0.116101,0.0949483,0.0688105,0.135042,0.0955936,0.0706712,0.0558129
CFA3K,16.9572,16.4556,16.0777,15.8798,16.8934,16.3203,16.1006,16.0055,344.556,15.2648,0.151669,0.116539,0.0953058,0.0690696,0.135551,0.0959536,0.0709373,0.0560231
CFA3K,15.8367,15.3708,15.236,15.0933,15.5108,15.2214,15.0953,15.0688,75.4883,-21.0982,0.0970331,0.0745579,0.0609738,0.0441887,0.0867212,0.0613882,0.0453836,0.0358419
CFA3K,16.2675,15.6747,15.4737,15.3222,15.8919,15.4747,15.3049,15.2674,79.4434,-23.844,0.117968,0.090644,0.0741292,0.0537225,0.105432,0.074633,0.0551753,0.043575
CFA3K,16.5466,15.9013,15.7038,15.5544,16.1319,15.6954,15.5548,15.5294,79.4263,-23.7986,0.117758,0.090482,0.0739967,0.0536265,0.105243,0.0744996,0.0550766,0.0434971
CFA3K,16.701,16.1677,15.9797,15.8458,16.3389,15.9759,15.8328,15.8153,79.426,-23.7895,0.117863,0.0905628,0.0740628,0.0536744,0.105337,0.0745661,0.0551258,0.0435359
CFA3K,16.7986,16.1558,15.9189,15.7233,16.3945,15.9116,15.7171,15.6571,79.4225,-23.8186,0.117405,0.0902108,0.0737749,0.0534658,0.104928,0.0742763,0.0549115,0.0433667
CFA3K,16.071,15.6387,15.5248,15.4427,15.7893,15.5224,15.4454,15.4463,79.3794,-23.7536,0.116967,0.0898742,0.0734996,0.0532663,0.104536,0.0739991,0.0547066,0.0432049
CFA3K,15.673,15.0772,14.8837,14.7293,15.308,14.8898,14.7495,14.7223,79.3679,-23.6914,0.115989,0.0891227,0.072885,0.0528209,0.103662,0.0733804,0.0542492,0.0428436
CFA3K,16.341,15.6532,15.3958,15.1748,15.9154,15.3828,15.1607,15.0824,79.3416,-23.8199,0.113691,0.0873576,0.0714415,0.0517748,0.101609,0.0719271,0.0531748,0.0419951
CFA3K,16.6697,16.2417,16.1196,16.0869,16.3467,16.0971,16.0359,16.0481,79.3022,-23.8563,0.108947,0.0837122,0.0684603,0.0496142,0.0973689,0.0689256,0.0509558,0.0402426
CFA3K,16.1373,15.7104,15.5952,15.4962,15.8621,15.5756,15.4822,15.4701,27.8054,33.095,0.159408,0.122485,0.100169,0.0725942,0.142468,0.10085,0.0745572,0.058882
CFA3K,18.4316,17.9033,17.7002,17.5581,18.098,17.6978,17.5212,17.4955,27.7979,33.1148,0.16028,0.123155,0.100717,0.0729911,0.143247,0.101401,0.0749648,0.0592039
CFA3K,17.9728,17.4044,17.2217,17.0592,17.5887,17.194,17.0669,17.0345,27.7934,33.0376,0.157869,0.121302,0.0992018,0.0718931,0.141092,0.099876,0.0738371,0.0583133
CFA3K,15.9617,15.3649,15.1838,15.0377,15.5694,15.1597,15.023,15.0002,27.7762,33.0944,0.158047,0.121439,0.0993139,0.0719743,0.141251,0.0999888,0.0739205,0.0583791
CFA3K,16.3632,15.6828,15.4601,15.2831,15.9196,15.447,15.2645,15.2113,27.765,33.0501,0.158183,0.121544,0.0993991,0.072036,0.141372,0.100075,0.073984,0.0584292
CFA3K,18.3742,17.7854,17.6052,17.4567,18.0095,17.5946,17.4629,17.4228,27.764,33.1,0.158631,0.121888,0.0996805,0.07224,0.141773,0.100358,0.0741934,0.0585947
CFA3K,17.5562,16.9014,16.6978,16.4932,17.0975,16.6629,16.4906,16.4453,27.6745,33.15,0.163106,0.125327,0.102493,0.0742781,0.145772,0.103189,0.0762866,0.0602478
CFA3K,16.2676,15.5063,15.2437,15.0336,15.7763,15.2335,15.0265,14.9488,27.6534,33.0999,0.16196,0.124446,0.101773,0.0737561,0.144748,0.102464,0.0757505,0.0598244
CFA3K,18.4871,17.8913,17.6726,17.4996,18.056,17.6257,17.4831,17.4543,27.6192,33.1215,0.16228,0.124692,0.101974,0.073902,0.145034,0.102667,0.0759004,0.0599427
CFA3K,18.5031,17.8157,17.5601,17.3384,18.0985,17.5367,17.3245,17.2493,88.1288,66.8112,0.648585,0.498356,0.407558,0.295364,0.579658,0.410328,0.303351,0.239573
CFA3K,16.6961,15.8014,15.5284,15.3097,16.1141,15.5074,15.3017,15.2236,11.6225,36.2953,0.152249,0.116984,0.0956704,0.0693338,0.136069,0.0963206,0.0712087,0.0562374
CFA3K,17.1522,16.4689,16.2425,16.0662,16.7061,16.23,16.0776,16.0344,11.5871,36.3354,0.15293,0.117508,0.0960986,0.0696442,0.136678,0.0967518,0.0715274,0.0564891
CFA3K,16.8532,16.1654,15.9659,15.8073,16.3801,15.9325,15.7897,15.7518,11.5596,36.2977,0.148213,0.113883,0.093134,0.0674956,0.132462,0.093767,0.0693208,0.0547465
CFA3K,18.318,17.7028,17.5491,17.35,17.9415,17.4924,17.3281,17.2865,258.099,46.6292,0.126092,0.0968857,0.0792337,0.0574219,0.112692,0.0797722,0.0589746,0.0465755
CFA3K,17.042,16.4513,16.2511,16.0694,16.6631,16.2353,16.0725,16.0269,258.068,46.5856,0.124405,0.0955898,0.0781739,0.0566538,0.111184,0.0787052,0.0581858,0.0459525
CFA3K,16.6816,16.0133,15.8226,15.637,16.2831,15.8184,15.659,15.6243,258.007,46.644,0.124705,0.09582,0.0783621,0.0567902,0.111452,0.0788947,0.0583259,0.0460632
CFA3K,15.9925,15.4278,15.2756,15.1395,15.6204,15.2612,15.1321,15.1181,258.001,46.5317,0.119268,0.0916428,0.074946,0.0543145,0.106593,0.0754553,0.0557832,0.0440551
CFA3K,16.1595,15.3278,15.0561,14.7909,15.6392,15.0301,14.7722,14.68,257.984,46.4812,0.116804,0.089749,0.0733972,0.0531921,0.104391,0.0738961,0.0546305,0.0431447
CFA3K,17.6551,16.9293,16.7296,16.561,17.2066,16.7281,16.5557,16.4995,257.971,46.5704,0.124338,0.095538,0.0781315,0.0566231,0.111124,0.0786625,0.0581542,0.0459276
CFA3K,16.7891,16.2983,16.1551,15.9944,16.4557,16.13,15.9978,15.9795,257.961,46.6204,0.127009,0.0975909,0.0798104,0.0578398,0.113512,0.0803528,0.0594038,0.0469145
CFA3K,16.1705,15.4008,15.1416,14.8579,15.6809,15.1096,14.8375,14.737,257.94,46.4885,0.118581,0.0911144,0.0745138,0.0540013,0.105979,0.0750203,0.0554616,0.0438011
CFA3K,16.0911,15.5358,15.3676,15.2054,15.7383,15.358,15.2141,15.1948,257.935,46.5992,0.127156,0.0977037,0.0799026,0.0579067,0.113643,0.0804457,0.0594725,0.0469687
CFA3K,17.8326,17.3288,17.1771,17.0299,17.5098,17.1337,16.9993,16.9658,257.932,46.5227,0.120833,0.092845,0.0759291,0.055027,0.107992,0.0764452,0.056515,0.044633
CFA3K,18.475,18.0243,17.9086,17.6539,18.2683,17.8801,17.7506,17.7115,257.911,46.6277,0.128999,0.0991197,0.0810606,0.0587459,0.11529,0.0816116,0.0603344,0.0476494
CFA3K,16.043,15.5188,15.3756,15.2365,15.6942,15.3672,15.2442,15.2427,257.888,46.5796,0.127685,0.0981098,0.0802347,0.0581473,0.114115,0.08078,0.0597197,0.0471639
CFA3K,16.9845,16.3058,16.1236,15.952,16.5406,16.0906,15.9184,15.8793,257.878,46.5189,0.12469,0.0958089,0.0783531,0.0567837,0.111439,0.0788856,0.0583192,0.0460579
CFA3K,16.5884,15.9133,15.6698,15.454,16.1486,15.6576,15.4648,15.3955,14.124,-1.1983,0.143869,0.110546,0.0904049,0.0655178,0.12858,0.0910193,0.0672895,0.0531422
CFA3K,16.0809,15.5793,15.4287,15.2985,15.7334,15.4183,15.3033,15.2998,14.1078,-1.20174,0.141232,0.108519,0.0887474,0.0643166,0.126223,0.0893505,0.0660558,0.0521679
CFA3K,17.6404,17.0403,16.8102,16.6345,17.2441,16.8145,16.6549,16.6022,14.0766,-1.21212,0.137019,0.105282,0.0861003,0.0623982,0.122458,0.0866854,0.0640855,0.0506118
CFA3K,16.1714,15.6543,15.4872,15.3565,15.8169,15.5007,15.3754,15.362,14.058,-1.15171,0.134814,0.103588,0.0847147,0.061394,0.120487,0.0852904,0.0630542,0.0497974
CFA3K,16.4818,15.5572,15.1782,14.9074,15.9164,15.1978,14.924,14.8241,14.0571,-1.16637,0.135467,0.104089,0.0851249,0.0616913,0.121071,0.0857035,0.0633595,0.0500385
CFA3K,17.5801,16.7712,16.4931,16.2444,17.0328,16.486,16.2499,16.1546,329.038,-1.11503,0.482352,0.370627,0.303101,0.219662,0.431091,0.305161,0.225602,0.17817
CFA3K,17.0364,16.1529,15.8321,15.5368,16.4973,15.8331,15.546,15.4161,329.018,-1.06541,0.485635,0.37315,0.305164,0.221157,0.434025,0.307238,0.227137,0.179383
CFA3K,17.9256,17.0566,16.7152,16.4119,17.4046,16.7101,16.4202,16.2826,329.01,-1.14582,0.491196,0.377423,0.308659,0.22369,0.438995,0.310756,0.229738,0.181437
CFA3K,18.3351,17.5559,17.1888,16.8408,17.9294,17.1611,16.8423,16.6905,329.008,-1.12221,0.490741,0.377073,0.308373,0.223482,0.438589,0.310469,0.229526,0.181269
CFA3K,16.9134,16.4052,16.2321,16.0494,16.5841,16.2249,16.0599,16.0026,329.004,-1.03274,0.486417,0.373751,0.305656,0.221513,0.434724,0.307733,0.227503,0.179672
CFA3K,17.7231,16.9862,16.7594,16.5424,17.242,16.732,16.5269,16.446,329.002,-1.12772,0.492533,0.37845,0.309498,0.224298,0.44019,0.311602,0.230363,0.181931
CFA3K,16.4098,15.5179,15.1668,14.8314,15.8728,15.1707,14.8484,14.7011,328.981,-1.06245,0.497042,0.381915,0.312332,0.226352,0.44422,0.314455,0.232472,0.183596
CFA3K,16.8025,16.1306,15.9121,15.7008,16.3669,15.8887,15.685,15.6145,328.964,-1.10834,0.504635,0.387749,0.317103,0.22981,0.451006,0.319258,0.236024,0.186401
CFA3K,17.5378,16.6186,16.2561,15.9455,16.974,16.2547,15.9616,15.841,328.934,-1.05682,0.504776,0.387857,0.317192,0.229874,0.451132,0.319348,0.23609,0.186453
CFA3K,18.8381,18.1569,18.0228,17.7618,18.4379,17.9963,17.8105,17.7515,328.933,-1.08795,0.509028,0.391124,0.319864,0.23181,0.454932,0.322038,0.238078,0.188024
CFA3K,17.0544,16.2685,15.9547,15.6618,16.5883,15.9582,15.6525,15.5172,328.92,-1.07048,0.509102,0.391182,0.31991,0.231844,0.454999,0.322085,0.238113,0.188051
CFA3K,16.3659,15.8109,15.629,15.4776,15.9905,15.6183,15.4945,15.455,177.031,30.3801,0.118657,0.0911729,0.0745617,0.054036,0.106047,0.0750684,0.0554972,0.0438292
CFA3K,17.9499,17.2959,17.011,16.7546,17.9659,17.564,16.9677,17.2991,177.012,30.4403,0.0943989,0.0725337,0.0593185,0.042989,0.0843668,0.0597216,0.0441515,0.0348689
CFA3K,18.4661,17.7495,17.4715,17.2204,17.8227,17.425,17.2665,17.2254,43.7924,16.0394,0.508596,0.390792,0.319592,0.231613,0.454546,0.321764,0.237876,0.187864
CFA3K,16.8727,16.1227,15.8559,15.655,16.3755,15.8402,15.6379,15.5604,33.7474,-20.7942,0.0591538,0.0454523,0.0371712,0.0269385,0.0528674,0.0374238,0.027667,0.0218501
CFA3K,16.8247,16.219,16.0679,15.9082,16.404,16.0685,15.9422,15.9128,120.11,56.3954,0.128347,0.0986185,0.0806507,0.0584488,0.114707,0.0811989,0.0600293,0.0474085
CFA3K,18.6117,17.571,17.1159,16.7972,17.8518,17.164,16.8458,16.6899,120.084,56.4605,0.122351,0.0940112,0.0768828,0.0557182,0.109348,0.0774054,0.0572248,0.0451936
CFA3K,18.0107,17.257,16.9559,16.7512,17.5278,16.9738,16.7723,16.6862,120.02,56.4099,0.133355,0.102467,0.0837977,0.0607295,0.119183,0.0843673,0.0623717,0.0492584
CFA3K,18.2257,17.782,17.5709,17.3862,17.9816,17.5801,17.4354,17.3914,119.986,56.4468,0.127374,0.0978708,0.0800392,0.0580057,0.113837,0.0805832,0.0595742,0.047049
CFA3K,16.6497,15.819,15.5049,15.2692,16.1254,15.5165,15.2947,15.191,119.923,56.4081,0.132201,0.10158,0.0830727,0.060204,0.118152,0.0836373,0.061832,0.0488322
CFA3K,16.658,15.761,15.4363,15.1027,16.1082,15.4189,15.1089,14.9679,0.93126,23.1591,0.316656,0.24331,0.198981,0.144204,0.283004,0.200333,0.148104,0.116966
CFA3K,17.378,16.635,16.4073,16.1507,16.88,16.3823,16.1704,16.0844,0.910281,23.1942,0.325462,0.250077,0.204514,0.148215,0.290874,0.205904,0.152222,0.120218
CFA3K,17.811,16.895,16.5543,16.2977,17.2265,16.5753,16.2875,16.1632,0.86974,23.196,0.329306,0.25303,0.20693,0.149965,0.29431,0.208336,0.15402,0.121638
CFA3K,17.313,16.509,16.2093,15.9287,16.8029,16.1848,15.9259,15.7892,0.841378,23.2572,0.330044,0.253598,0.207393,0.150301,0.294969,0.208803,0.154366,0.121911
CFA3K,16.2712,15.6579,15.4853,15.3045,15.9411,15.5333,15.368,15.3392,29.641,36.2748,0.316352,0.243077,0.19879,0.144066,0.282732,0.200141,0.147962,0.116853
CFA3K,16.7842,16.0519,15.8123,15.5845,16.3307,15.7977,15.5985,15.5378,29.5883,36.3917,0.300945,0.231239,0.189108,0.13705,0.268963,0.190394,0.140756,0.111163
CFA3K,18.6757,17.9334,17.6438,17.426,18.2096,17.6714,17.442,17.3386,29.4944,36.4001,0.3017,0.231819,0.189583,0.137393,0.269637,0.190871,0.141109,0.111441
CFA3K,16.7892,15.8779,15.5658,15.256,16.2153,15.558,15.2569,15.1134,29.4835,36.3234,0.310136,0.238301,0.194883,0.141235,0.277177,0.196208,0.145054,0.114557
CFA3K,16.2111,15.5869,15.393,15.2132,15.7999,15.3653,15.2388,15.1971,123.019,41.5665,0.151046,0.11606,0.0949143,0.0687858,0.134994,0.0955594,0.0706459,0.055793
CFA3K,16.2681,15.5989,15.389,15.1972,15.8283,15.3667,15.2088,15.1586,123.012,41.4736,0.151416,0.116344,0.095147,0.0689545,0.135325,0.0957937,0.0708191,0.0559297
CFA3K,18.7042,18.296,18.3336,18.2628,18.5172,18.3012,18.236,18.2868,195.847,50.6966,0.0480521,0.036922,0.030195,0.0218828,0.0429454,0.0304002,0.0224745,0.0177494
CFA3K,18.4097,17.7085,17.4181,17.1193,18.0039,17.4134,17.1462,17.0505,195.766,50.6186,0.0610738,0.0469276,0.0383777,0.0278129,0.0545833,0.0386385,0.028565,0.0225593
CFA3K,18.3622,17.6415,17.4691,17.2048,17.9546,17.4422,17.2434,17.1921,195.734,50.6232,0.0606266,0.046584,0.0380966,0.0276092,0.0541837,0.0383556,0.0283558,0.0223941
CFA3K,17.9131,17.4115,17.2296,17.0958,17.6025,17.2245,17.0998,17.0969,195.724,50.6411,0.0580117,0.0445748,0.0364535,0.0264184,0.0518467,0.0367012,0.0271328,0.0214283
CFA3K,17.6216,17.1024,16.9278,16.7966,17.281,16.915,16.7844,16.7567,128.807,-8.262,0.131637,0.101147,0.0827185,0.0599473,0.117648,0.0832806,0.0615684,0.0486239
CFA3K,15.8076,15.3729,15.2597,15.1651,15.5204,15.2313,15.1404,15.1469,128.793,-8.25839,0.130757,0.10047,0.0821652,0.0595464,0.116861,0.0827236,0.0611566,0.0482987
CFA3K,17.7241,17.1009,16.8917,16.8106,17.3885,17.0812,16.9466,16.922,128.758,-8.39356,0.138421,0.106359,0.0869811,0.0630366,0.123711,0.0875723,0.0647411,0.0511296
CFA3K,15.9357,15.2079,14.9687,14.7796,15.4482,14.9482,14.7616,14.7069,128.75,-8.35036,0.139094,0.106876,0.0874039,0.0633429,0.124312,0.0879979,0.0650558,0.0513782
CFA3K,17.0097,16.1319,15.7947,15.5331,16.4544,15.7749,15.525,15.433,128.721,-8.33559,0.135341,0.103992,0.0850456,0.0616338,0.120958,0.0856236,0.0633005,0.0499919
